	chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
1584	chr19	49111965	49112605	FTL	0.01333236	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			62.0	0.023567173048900002	971.0	0.00538501916225		0.9283649586149999		172.0	0.986098502393	0.9999999998829999	1.0	1.0	K562		
1585	chr19	49122297	49122925	FTL	-0.02048486	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			95.0	0.016478388176200003	971.0	0.00538501916225		0.7590663789650001		172.0	0.99982485771	1.0	1.0	1.0	K562		
1586	chr19	49127205	49127745	FTL	-0.00351814	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			82.0	0.0176750309623	971.0	0.00538501916225		0.937124964116		172.0	0.9993364124169999	1.0	1.0	1.0	K562		
1587	chr19	49136565	49137065	FTL	-0.01619106	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.018682217765	971.0	0.00538501916225		0.824223479574		172.0	0.997808048912	1.0	1.0	1.0	K562		
1588	chr19	49137625	49138125	FTL	-0.03717399	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			72.0	0.0160488756247	971.0	0.00538501916225		0.40132826317299997		172.0	0.99963162266	1.0	1.0	1.0	K562		
1589	chr19	49138385	49139005	FTL	0.03201236	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			74.0	0.0137635163002	971.0	0.00538501916225		0.5867069176240001		172.0	0.9999558068950001	1.0	1.0	1.0	K562		
1590	chr19	49140557	49141785	FTL	0.00102946	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			167.0	0.01339189279	971.0	0.00538501916225		0.98540633516		172.0	0.999999407416	1.0	1.0	1.0	K562		
1591	chr19	49142125	49142625	FTL	0.00237254	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			102.0	0.0159671280355	971.0	0.00538501916225		0.9742905667849999		172.0	0.9999113590979999	1.0	1.0	1.0	K562		
1592	chr19	49147965	49148465	FTL	0.00580932	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			47.0	0.0191584464302	971.0	0.00538501916225		0.937124964116		172.0	0.991430431152	1.0	1.0	1.0	K562		
1593	chr19	49149245	49150285	FTL	0.00627686	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			116.0	0.0168481405635	971.0	0.00538501916225		0.937124964116		172.0	0.9998759350409999	1.0	1.0	1.0	K562		
1594	chr19	49154505	49155005	FTL	-0.05728051	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			3.0	0.047285961930900004	971.0	0.00538501916225		0.9283649586149999		172.0	0.013564700980000002	0.456823399433	0.826946087248	0.999999999709	K562		
1595	chr19	49155845	49156345	FTL	0.01616621	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			4.0	0.0437429925297	971.0	0.00538501916225		0.937124964116		172.0	0.038942585124699995	0.6935229594939999	0.9495324669040001	1.0	K562		
1596	chr19	49164145	49164725	FTL	0.014749000000000002	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.0201956671533	971.0	0.00538501916225		0.901638298961		172.0	0.995863543542	1.0	1.0	1.0	K562		
1597	chr19	49178545	49179065	FTL	0.01361918	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			69.0	0.0187325171057	971.0	0.00538501916225		0.9234331305600001		172.0	0.997957099404	1.0	1.0	1.0	K562		
1598	chr19	49181385	49181885	FTL	0.007097	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			49.0	0.023116816433900005	971.0	0.00538501916225		0.937124964116		172.0	0.9786409099429999	0.9999999997810001	1.0	1.0	K562		
1599	chr19	49184245	49184745	FTL	0.02359521	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.0182398721355	971.0	0.00538501916225		0.7590663789650001		172.0	0.9982254456659999	1.0	1.0	1.0	K562		
1600	chr19	49188705	49189225	FTL	-0.00523552	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			39.0	0.028082954416299998	971.0	0.00538501916225		0.937124964116		172.0	0.9286450875769999	0.9999996528280001	0.99999999999	1.0	K562		
1601	chr19	49201245	49201785	FTL	0.05931	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			41.0	0.039361238788800004	971.0	0.00538501916225		0.29538351766300003		172.0	0.854784518188	0.999824416802	0.999999327077	1.0	K562		
1602	chr19	49217245	49217905	FTL	0.00113555	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			129.0	0.0147374713474	971.0	0.00538501916225		0.98540633516		172.0	0.999989478791	1.0	1.0	1.0	K562		
1603	chr19	49223765	49224305	FTL	-0.00899301	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			77.0	0.0147903365504	971.0	0.00538501916225		0.937124964116		172.0	0.999901137721	1.0	1.0	1.0	K562		
1604	chr19	49228065	49228565	FTL	-0.01304392	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			54.0	0.018283682216900004	971.0	0.00538501916225		0.9283649586149999		172.0	0.9961662071899999	1.0	1.0	1.0	K562		
1605	chr19	49240545	49241065	FTL	-0.00839639	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			84.0	0.027633754870799998	971.0	0.00538501916225		0.937124964116		172.0	0.979680637114	0.999999989229	1.0	1.0	K562		
1606	chr19	49241785	49242285	FTL	0.00438845	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.017018722374	971.0	0.00538501916225		0.937124964116		172.0	0.999079351027	1.0	1.0	1.0	K562		
1607	chr19	49243720	49245145	FTL	-0.02559484	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			138.0	0.012413872283000001	971.0	0.00538501916225		0.485302791705		172.0	0.9999997669159999	1.0	1.0	1.0	K562		
1608	chr19	49248365	49248885	FTL	-0.02939296	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			72.0	0.0191612029421	971.0	0.00538501916225		0.688658823104		172.0	0.9978137995180001	1.0	1.0	1.0	K562		
1609	chr19	49249985	49250765	FTL	0.02027943	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			103.0	0.017735255877300002	971.0	0.00538501916225		0.7590663789650001		172.0	0.999658255642	1.0	1.0	1.0	K562		
1610	chr19	49251085	49251625	FTL	-0.0068284999999999995	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			50.0	0.024297275115999998	971.0	0.00538501916225		0.937124964116		172.0	0.974223788611	0.999999998777	1.0	1.0	K562		
1611	chr19	49256667	49257845	FTL	0.03422916	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			29.0	0.0184635217095	971.0	0.00538501916225		0.7590663789650001		172.0	0.960133011548	0.9999999999979999	1.0	1.0	K562		
1612	chr19	49258505	49259065	FTL	0.01228792	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			76.0	0.020883080326700002	971.0	0.00538501916225		0.9283649586149999		172.0	0.9961335207809999	1.0	1.0	1.0	K562		
1613	chr19	49269005	49269505	FTL	0.0666073	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			10.0	0.0778089048738	971.0	0.00538501916225		0.731443402911		172.0	0.43150921470200004	0.866414268052	0.9599983086339999	0.9999996402019999	K562		
1614	chr19	49277645	49278145	FTL	0.04463138	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			16.0	0.071155160202	971.0	0.00538501916225		0.769800163981		172.0	0.551476607398	0.937086247347	0.9871743626039999	0.9999999951209999	K562		
1615	chr19	49284045	49284685	FTL	0.02567661	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			24.0	0.026745007085099998	971.0	0.00538501916225		0.866474722975		172.0	0.838509874357	0.999998370685	0.999999999956	1.0	K562		
1616	chr19	49287765	49288285	FTL	0.02030946	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			41.0	0.026401263802	971.0	0.00538501916225		0.863152756438		172.0	0.946269674775	0.9999999484000001	1.0	1.0	K562		
1617	chr19	49291305	49291865	FTL	-0.01609483	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			25.0	0.0241747831143	971.0	0.00538501916225		0.937124964116		172.0	0.8750484172740001	0.999999893814	1.0	1.0	K562		
1618	chr19	49298545	49299065	FTL	0.03137624	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			78.0	0.0185997446261	971.0	0.00538501916225		0.5867069176240001		172.0	0.9986927327249999	1.0	1.0	1.0	K562		
1619	chr19	49309805	49310825	FTL	-0.004745	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			152.0	0.0129444805245	971.0	0.00538501916225		0.937124964116		172.0	0.9999996056730001	1.0	1.0	1.0	K562		
1620	chr19	49314070	49314625	FTL	0.00459124	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			86.0	0.015320833575799999	971.0	0.00538501916225		0.937124964116		172.0	0.999902841483	1.0	1.0	1.0	K562		
1621	chr19	49315365	49315905	FTL	-0.01783234	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			90.0	0.016926052788200002	971.0	0.00538501916225		0.769800163981		172.0	0.999704086335	1.0	1.0	1.0	K562		
1622	chr19	49319185	49319685	FTL	-0.03700707	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			44.0	0.0221272198317	971.0	0.00538501916225		0.688658823104		172.0	0.977251892071	0.9999999999179999	1.0	1.0	K562		
1623	chr19	49322685	49323205	FTL	0.07276982	True	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			54.0	0.0212175905859	971.0	0.00538501916225		0.029724480033700002		172.0	0.989514486805	0.999999999997	1.0	1.0	K562		
1624	chr19	49333325	49333845	FTL	-0.01555706	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			25.0	0.025319373269700005	971.0	0.00538501916225		0.937124964116		172.0	0.864154462997	0.9999996517090001	0.999999999997	1.0	K562		
1625	chr19	49338885	49339405	FTL	-0.04266819	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			63.0	0.018354203616099997	971.0	0.00538501916225		0.35700795191		172.0	0.997691684683	1.0	1.0	1.0	K562		
1626	chr19	49345685	49346405	FTL	-0.02108665	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			47.0	0.0254908580577	971.0	0.00538501916225		0.79590252542		172.0	0.9639882778669999	0.9999999913600001	1.0	1.0	K562		
1627	chr19	49347645	49348165	FTL	0.02216056	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			26.0	0.0274480645731	971.0	0.00538501916225		0.9085270604819999		172.0	0.8559148551189999	0.9999982344930001	0.9999999999339999	1.0	K562		
1628	chr19	49357245	49357765	FTL	0.00900153	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			45.0	0.025664315203499998	971.0	0.00538501916225		0.937124964116		172.0	0.95963052812	0.999999986498	1.0	1.0	K562		
1629	chr19	49361765	49362265	FTL	0.00459299	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			56.0	0.017827905894099997	971.0	0.00538501916225		0.937124964116		172.0	0.997243968359	1.0	1.0	1.0	K562		
1630	chr19	49362425	49362945	FTL	0.0074586	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			93.0	0.0182406514786	971.0	0.00538501916225		0.937124964116		172.0	0.999365580764	1.0	1.0	1.0	K562		
1631	chr19	49363225	49363765	FTL	0.01785878	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			84.0	0.028978982158	971.0	0.00538501916225		0.79590252542		172.0	0.9740382107109999	0.9999999526119999	0.999999999999	1.0	K562		
1632	chr19	49370285	49370805	FTL	-0.00111294	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			58.0	0.0204648901129	971.0	0.00538501916225		0.983433619579		172.0	0.993173827581	1.0	1.0	1.0	K562		
1633	chr19	49375325	49375898	FTL	0.31900627	True	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.0359287008728	971.0	0.00538501916225		5.138050279259999e-40		172.0	0.924947235818	0.9999861566339999	0.9999999871140001	1.0	K562		
1634	chr19	49376085	49376585	FTL	0.20482202	True	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.023981412466700002	971.0	0.00538501916225		2.69275629494e-19		172.0	0.986879559145	0.999999999843	1.0	1.0	K562		
1635	chr19	49376745	49377245	FTL	0.37107615	True	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			56.0	0.0340298254229	971.0	0.00538501916225		2.12085846198e-47		172.0	0.924717191943	0.999992876481	0.999999996507	1.0	K562		
1636	chr19	49377625	49378145	FTL	0.18162072	True	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			81.0	0.0237616440497	971.0	0.00538501916225		8.16512854628e-18		172.0	0.991330643304	0.999999999955	1.0	1.0	K562		
1637	chr19	49378405	49379925	FTL	-0.00445071	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			12.0	0.0417648905355	971.0	0.00538501916225		0.9742905667849999		172.0	0.47175140503300006	0.9893838986779999	0.999759552683	1.0	K562		
1638	chr19	49381225	49382185	FTL	-0.17769814	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			28.0	0.0324363278147	971.0	0.00538501916225		6.30536188752e-07		172.0	0.833988383169	0.999969817816	0.999999984174	1.0	K562		
1639	chr19	49391365	49391905	FTL	0.00996838	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			43.0	0.022755822095	971.0	0.00538501916225		0.937124964116		172.0	0.9726002404430001	0.999999999712	1.0	1.0	K562		
1640	chr19	49393745	49394245	FTL	-0.02985737	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			48.0	0.023851605786500002	971.0	0.00538501916225		0.731443402911		172.0	0.974058467863	0.999999999199	1.0	1.0	K562		
1641	chr19	49395065	49395625	FTL	-0.06208642	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			15.0	0.0407627321438	971.0	0.00538501916225		0.6921754025489999		172.0	0.5741850890110001	0.995592279741	0.9999372625399999	1.0	K562		
1642	chr19	49399345	49399905	FTL	-0.02454132	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			89.0	0.015168244740200001	971.0	0.00538501916225		0.6921754025489999		172.0	0.99992699031	1.0	1.0	1.0	K562		
1643	chr19	49401746	49402745	FTL	-0.02857697	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			7.0	0.10148269900599999	971.0	0.00538501916225		0.937124964116		172.0	0.364036941959	0.737714901999	0.870407403003	0.9998335999819999	K562		
1644	chr19	49403056	49403725	FTL	0.02117107	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			80.0	0.0172137194724	971.0	0.00538501916225		0.7590663789650001		172.0	0.999459074911	1.0	1.0	1.0	K562		
1645	chr19	49421898	49422585	FTL	0.01496187	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			106.0	0.0151742822557	971.0	0.00538501916225		0.79590252542		172.0	0.9999640350200001	1.0	1.0	1.0	K562		
1646	chr19	49430065	49430565	FTL	0.00660711	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			31.0	0.0298650474262	971.0	0.00538501916225		0.937124964116		172.0	0.877201814045	0.999995832006	0.999999999483	1.0	K562		
1647	chr19	49436585	49437188	FTL	-0.0483613	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.016223312081299998	971.0	0.00538501916225		0.112172407774		172.0	0.999784256535	1.0	1.0	1.0	K562		
1648	chr19	49446285	49446805	FTL	-0.08770899	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			26.0	0.026717563493599997	971.0	0.00538501916225		0.10048451426100001		172.0	0.862420481655	0.999999033622	0.9999999999789999	1.0	K562		
1649	chr19	49454265	49454865	FTL	-0.04657372	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			12.0	0.04532134947890001	971.0	0.00538501916225		0.769800163981		172.0	0.473266356276	0.9831645857100001	0.9993579695829999	1.0	K562		
1650	chr19	49457745	49458366	FTL	-0.02048968	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			92.0	0.016503530324600002	971.0	0.00538501916225		0.7590663789650001		172.0	0.9997999462520001	1.0	1.0	1.0	K562		
1651	chr19	49465505	49466025	FTL	-0.66860003	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			88.0	0.0233771427013	971.0	0.00538501916225		1.3062737947099995e-175		172.0	0.993311653441	0.999999999985	1.0	1.0	K562		
1652	chr19	49466965	49467465	FTL	-0.90069307	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			89.0	0.023390159111	971.0	0.00538501916225		1.3533719056999995e-259		172.0	0.993414701816	0.999999999985	1.0	1.0	K562		
1653	chr19	49473045	49473565	FTL	-0.04865263	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			43.0	0.0323653448776	971.0	0.00538501916225		0.40132826317299997		172.0	0.909965742984	0.999994289833	0.999999998313	1.0	K562		
1654	chr19	49474085	49474605	FTL	-0.10955949	True	True	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			81.0	0.0185582840758	971.0	0.00538501916225		3.1964313557600005e-07		172.0	0.998845687341	1.0	1.0	1.0	K562		
1655	chr19	49479345	49479885	FTL	-0.00082172	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			49.0	0.0250713996759	971.0	0.00538501916225		0.98540633516		172.0	0.9693377603409999	0.999999996056	1.0	1.0	K562		
1656	chr19	49482085	49482585	FTL	-0.02197777	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			47.0	0.023430835899700003	971.0	0.00538501916225		0.7889502928100001		172.0	0.975086056944	0.9999999995350001	1.0	1.0	K562		
1657	chr19	49486785	49487285	FTL	-0.03057851	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			39.0	0.018175292999900002	971.0	0.00538501916225		0.7590663789650001		172.0	0.9878599382359999	1.0	1.0	1.0	K562		
1658	chr19	49495365	49495905	FTL	-0.04941626	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			91.0	0.0155980427816	971.0	0.00538501916225		0.08490920256000001		172.0	0.99990294435	1.0	1.0	1.0	K562		
1659	chr19	49496360	49497345	FTL	-0.02953205	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			139.0	0.0146230298268	971.0	0.00538501916225		0.36222320247199996		172.0	0.999993110611	1.0	1.0	1.0	K562		
1660	chr19	49520885	49521385	FTL	-0.00950791	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			90.0	0.015797834624299997	971.0	0.00538501916225		0.937124964116		172.0	0.999879350733	1.0	1.0	1.0	K562		
1661	chr19	49522305	49523045	FTL	0.03913369	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			67.0	0.0246370982158	971.0	0.00538501916225		0.43658304194200004		172.0	0.984800819402	0.999999999561	1.0	1.0	K562		
1662	chr19	49534785	49535418	FTL	-0.0261038	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			26.0	0.0349852304928	971.0	0.00538501916225		0.824223479574		172.0	0.797191357242	0.9998722633179999	0.999999800306	1.0	K562		
1663	chr19	49539941	49540505	FTL	-0.08258867	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			23.0	0.025785002434	971.0	0.00538501916225		0.191002413471		172.0	0.8343570206800001	0.999999068965	0.999999999987	1.0	K562		
1664	chr19	49541805	49542325	FTL	0.01317459	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			45.0	0.026448717259499998	971.0	0.00538501916225		0.937124964116		172.0	0.955161378668	0.999999967048	1.0	1.0	K562		
1665	chr19	49558747	49559725	FTL	-0.0176973	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			87.0	0.0128973434469	971.0	0.00538501916225		0.769800163981		172.0	0.999993882609	1.0	1.0	1.0	K562		
1666	chr19	49574965	49575505	FTL	-0.01654259	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			85.0	0.017128542391	971.0	0.00538501916225		0.7889502928100001		172.0	0.999590895821	1.0	1.0	1.0	K562		
1667	chr19	49577085	49577585	FTL	0.04978833	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			58.0	0.021001937735599996	971.0	0.00538501916225		0.286797871932		172.0	0.991977113119	0.999999999999	1.0	1.0	K562		
1668	chr19	49584465	49584965	FTL	0.01679068	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			23.0	0.0312765937091	971.0	0.00538501916225		0.937124964116		172.0	0.788042474419	0.99996101653	0.999999983622	1.0	K562		
1669	chr19	49588146	49588845	FTL	-0.00423682	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			84.0	0.0175057713626	971.0	0.00538501916225		0.937124964116		172.0	0.999455085515	1.0	1.0	1.0	K562		
1670	chr19	49600945	49601505	FTL	-0.00678128	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			59.0	0.021961020241099995	971.0	0.00538501916225		0.937124964116		172.0	0.989824556151	0.9999999999920001	1.0	1.0	K562		
1671	chr19	49609745	49610265	FTL	-0.030501099999999996	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			55.0	0.017949984178	971.0	0.00538501916225		0.6921754025489999		172.0	0.9969281797310001	1.0	1.0	1.0	K562		
1672	chr19	49613725	49614245	FTL	-0.08394861	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			16.0	0.050157436642300005	971.0	0.00538501916225		0.35700795191		172.0	0.581321701875	0.985650845412	0.9992604959970001	1.0	K562		
1673	chr19	49616845	49617867	FTL	0.01479142	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			130.0	0.0134878681167	971.0	0.00538501916225		0.7889502928100001		172.0	0.999998151653	1.0	1.0	1.0	K562		
1674	chr19	49619745	49620265	FTL	-0.004547600000000001	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			46.0	0.0233193482044	971.0	0.00538501916225		0.937124964116		172.0	0.974344398765	0.999999999553	1.0	1.0	K562		
1675	chr19	49621765	49622895	FTL	0.00068506	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			155.0	0.011726912191200001	971.0	0.00538501916225		0.993762992299		172.0	0.9999999690970001	1.0	1.0	1.0	K562		
1676	chr19	49631065	49631765	FTL	0.00211372	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			102.0	0.0142725770725	971.0	0.00538501916225		0.9742905667849999		172.0	0.9999845596700001	1.0	1.0	1.0	K562		
1677	chr19	49632465	49632985	FTL	0.03676575	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			107.0	0.019622553955400003	971.0	0.00538501916225		0.33321195165		172.0	0.9990325061929999	1.0	1.0	1.0	K562		
1678	chr19	49636645	49637145	FTL	0.00935057	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			71.0	0.0230267433709	971.0	0.00538501916225		0.937124964116		172.0	0.990986343271	0.9999999999789999	1.0	1.0	K562		
1679	chr19	49639205	49639745	FTL	0.04003361	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			54.0	0.018307002450000002	971.0	0.00538501916225		0.502669807777		172.0	0.9961764616969999	1.0	1.0	1.0	K562		
1680	chr19	49646085	49646585	FTL	0.00959925	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			80.0	0.0197832768166	971.0	0.00538501916225		0.937124964116		172.0	0.997867456786	1.0	1.0	1.0	K562		
1681	chr19	49650945	49651825	FTL	0.00586338	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			96.0	0.017651715077	971.0	0.00538501916225		0.937124964116		172.0	0.999607424363	1.0	1.0	1.0	K562		
1682	chr19	49652425	49653365	FTL	-0.00501271	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			92.0	0.0155035452542	971.0	0.00538501916225		0.937124964116		172.0	0.999914649432	1.0	1.0	1.0	K562		
1683	chr19	49653525	49654085	FTL	0.00145168	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			125.0	0.012977202507299999	971.0	0.00538501916225		0.9840382272020001		172.0	0.9999990059020001	1.0	1.0	1.0	K562		
1684	chr19	49654785	49655285	FTL	0.02973105	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			68.0	0.0229964676241	971.0	0.00538501916225		0.6921754025489999		172.0	0.990214781469	0.999999999975	1.0	1.0	K562		
1685	chr19	49658165	49659745	FTL	0.00467134	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			116.0	0.0156801256899	971.0	0.00538501916225		0.937124964116		172.0	0.999957522928	1.0	1.0	1.0	K562		
1686	chr19	49660745	49661725	FTL	-0.00948318	False	False	True		*		K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019			100.0	0.014467025968599998	971.0	0.00538501916225		0.9283649586149999		172.0	0.9999789192090001	1.0	1.0	1.0	K562		
