File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF916YRN	bam	bam		alignments	hg19	ENCSR405ESP	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1, 1_3		36					/files/ENCFF965NCN/, /files/ENCFF113XXR/, /files/ENCFF807MUK/	1997594752	ENCODE Processing Pipeline	8c4e73abce2d573e3096e869b41677f7		https://www.encodeproject.org/files/ENCFF916YRN/@@download/ENCFF916YRN.bam				released	s3://encode-public/2017/05/24/a9078c43-723e-4683-827b-30b1edc9ed5c/ENCFF916YRN.bam	mixed read lengths, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF910OEA	bam	bam		unfiltered alignments	hg19	ENCSR322TJD	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF156XMU/, /files/ENCFF807MUK/	1290744165	ENCODE Processing Pipeline	0f88a784164ff70ea390de5d3d377d21		https://www.encodeproject.org/files/ENCFF910OEA/@@download/ENCFF910OEA.bam				released	s3://encode-public/2017/05/10/ad6bfdd4-63a1-4c39-a61d-e56959e131a2/ENCFF910OEA.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF392TPO	bam	bam		alignments	hg19	ENCSR322TJD	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF156XMU/, /files/ENCFF807MUK/	736058486	ENCODE Processing Pipeline	75d1c9ed450d432d0e4b9ecaf643fe3c		https://www.encodeproject.org/files/ENCFF392TPO/@@download/ENCFF392TPO.bam				released	s3://encode-public/2017/05/10/1730ae2b-0028-4de8-a517-ffd2b249b152/ENCFF392TPO.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF158DOD	bam	bam		unfiltered alignments	hg19	ENCSR679OVD	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF469SVP/	1483210145	ENCODE Processing Pipeline	2d3b37028cecdae507c09b544f05c2bb		https://www.encodeproject.org/files/ENCFF158DOD/@@download/ENCFF158DOD.bam				released	s3://encode-public/2017/05/09/b7bd08df-8106-49e6-8fdc-4db546b3a8ac/ENCFF158DOD.bam	low read depth, low read length, mild to moderate bottlenecking		
ENCFF718TIL	bam	bam		alignments	hg19	ENCSR679OVD	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF469SVP/	822914052	ENCODE Processing Pipeline	d9d2c4ed19fc4f7897bba7712aaaf47d		https://www.encodeproject.org/files/ENCFF718TIL/@@download/ENCFF718TIL.bam				released	s3://encode-public/2017/05/09/8e91dc4d-2c77-4b6f-a33b-572b0497bf03/ENCFF718TIL.bam	low read depth, low read length, mild to moderate bottlenecking		
ENCFF508CXY	bam	bam		unfiltered alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF314JAW/, /files/ENCFF807MUK/	2302835893	ENCODE Processing Pipeline	d5b4c3d517addc64f674d23a59b7a1fa		https://www.encodeproject.org/files/ENCFF508CXY/@@download/ENCFF508CXY.bam				released	s3://encode-public/2016/12/19/59dd9686-e352-4440-9559-71a58a823bde/ENCFF508CXY.bam	inconsistent platforms, low read length		
ENCFF303LNR	bam	bam		alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF314JAW/, /files/ENCFF807MUK/	1372650515	ENCODE Processing Pipeline	f0d31b12427ca8176207eb6de8cd349d		https://www.encodeproject.org/files/ENCFF303LNR/@@download/ENCFF303LNR.bam				released	s3://encode-public/2016/12/19/4f367cf2-5840-4149-9053-06df6e9218ff/ENCFF303LNR.bam	inconsistent platforms, low read length		
ENCFF840CMQ	bam	bam		alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF277BER/, /files/ENCFF807MUK/	1243514693	ENCODE Processing Pipeline	0020725e255f138aedbb3a258d4b6f01		https://www.encodeproject.org/files/ENCFF840CMQ/@@download/ENCFF840CMQ.bam				released	s3://encode-public/2016/12/19/0597773f-7573-485e-8f02-14ea6e25a4be/ENCFF840CMQ.bam	inconsistent platforms, low read length		
ENCFF761CKM	bam	bam		unfiltered alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF277BER/, /files/ENCFF807MUK/	1971358922	ENCODE Processing Pipeline	0e2b549ce16900976e45473b3c1733ba		https://www.encodeproject.org/files/ENCFF761CKM/@@download/ENCFF761CKM.bam				released	s3://encode-public/2016/12/19/dee0a3e2-4065-4bad-8cf0-22ede0e8c3a7/ENCFF761CKM.bam	inconsistent platforms, low read length		
ENCFF866ZOA	bam	bam		unfiltered alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				3	3_1		36					/files/ENCFF279KNT/, /files/ENCFF807MUK/	2502506311	ENCODE Processing Pipeline	7594efac1c3d0f3ce02808ef57c936fc		https://www.encodeproject.org/files/ENCFF866ZOA/@@download/ENCFF866ZOA.bam				released	s3://encode-public/2016/12/19/7fe55b4d-6c0b-4005-a2c0-e7558e8192ae/ENCFF866ZOA.bam	inconsistent platforms, low read length		
ENCFF386MOE	bam	bam		alignments	hg19	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				3	3_1		36					/files/ENCFF279KNT/, /files/ENCFF807MUK/	1523598513	ENCODE Processing Pipeline	55c746ae1fa284d18633bf2bee4bbb89		https://www.encodeproject.org/files/ENCFF386MOE/@@download/ENCFF386MOE.bam				released	s3://encode-public/2016/12/19/eeb1dfbb-1bb8-427b-8492-5d86d178af13/ENCFF386MOE.bam	inconsistent platforms, low read length		
ENCFF635UEG	bam	bam		unfiltered alignments	hg19	ENCSR138DOM	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	ionomycin, phorbol 13-acetate 12-myristate									H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_3		36					/files/ENCFF807MUK/, /files/ENCFF034CMO/, /files/ENCFF347NSQ/, /files/ENCFF935SGY/	1522518377	ENCODE Processing Pipeline	336a18b54f70a2489e74816a675a859a		https://www.encodeproject.org/files/ENCFF635UEG/@@download/ENCFF635UEG.bam				released	s3://encode-public/2016/12/19/1ffa451e-5e9d-4cfd-91a8-1f8f237f5a57/ENCFF635UEG.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF498ZAN	bam	bam		alignments	hg19	ENCSR138DOM	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	ionomycin, phorbol 13-acetate 12-myristate									H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_3		36					/files/ENCFF807MUK/, /files/ENCFF034CMO/, /files/ENCFF347NSQ/, /files/ENCFF935SGY/	832732003	ENCODE Processing Pipeline	4c2c4108187461067b4d66cd4a4a6de0		https://www.encodeproject.org/files/ENCFF498ZAN/@@download/ENCFF498ZAN.bam				released	s3://encode-public/2016/12/19/ac5a7efc-18be-4aa1-908e-11e66228342e/ENCFF498ZAN.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF959ZLE	bam	bam		redacted unfiltered alignments	hg19	ENCSR138DOM	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	ionomycin, phorbol 13-acetate 12-myristate									H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_2		36					/files/ENCFF807MUK/, /files/ENCFF640NSU/, /files/ENCFF991CZB/	353197275	ENCODE Processing Pipeline	1da440a55bea7aa5faae6abf89190176		https://www.encodeproject.org/files/ENCFF959ZLE/@@download/ENCFF959ZLE.bam				released	s3://encode-public/2018/01/20/b2b5881e-15d4-4b15-9258-92a974d4de9e/ENCFF959ZLE.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF295HJO	bam	bam		redacted alignments	hg19	ENCSR138DOM	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens	ionomycin, phorbol 13-acetate 12-myristate									H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_2		36					/files/ENCFF807MUK/, /files/ENCFF640NSU/, /files/ENCFF991CZB/	161140433	ENCODE Processing Pipeline	2d943a26eeb0be108bd98a189ed3df08		https://www.encodeproject.org/files/ENCFF295HJO/@@download/ENCFF295HJO.bam				released	s3://encode-public/2018/01/20/96d95eb4-26be-41d5-a5b4-3932eff0b0f7/ENCFF295HJO.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF714GAO	bam	bam		unfiltered alignments	hg19	ENCSR002YRE	Histone ChIP-seq	EFO:0001196	IMR-90	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1, 1_2		36					/files/ENCFF807MUK/, /files/ENCFF200XEH/, /files/ENCFF704RXG/, /files/ENCFF419OFF/, /files/ENCFF734UGN/	2158093766	ENCODE Processing Pipeline	418ae1ca453871c4ffeabbe92824afe3		https://www.encodeproject.org/files/ENCFF714GAO/@@download/ENCFF714GAO.bam				released	s3://encode-public/2016/12/19/e2ce82f5-e903-4017-adde-706cffb240d3/ENCFF714GAO.bam	low read length, mild to moderate bottlenecking, control low read depth	insufficient read depth	
ENCFF843EAG	bam	bam		alignments	hg19	ENCSR002YRE	Histone ChIP-seq	EFO:0001196	IMR-90	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1, 1_2		36					/files/ENCFF807MUK/, /files/ENCFF200XEH/, /files/ENCFF704RXG/, /files/ENCFF419OFF/, /files/ENCFF734UGN/	1205107632	ENCODE Processing Pipeline	7ddacca42fe647d9911a7bb6306dfe1a		https://www.encodeproject.org/files/ENCFF843EAG/@@download/ENCFF843EAG.bam				released	s3://encode-public/2016/12/19/3f96590d-8ee3-4d53-b7a7-fa867b915e3a/ENCFF843EAG.bam	low read length, mild to moderate bottlenecking, control low read depth	insufficient read depth	
ENCFF053ZWE	bam	bam		unfiltered alignments	hg19	ENCSR002YRE	Histone ChIP-seq	EFO:0001196	IMR-90	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF437DDC/, /files/ENCFF807MUK/	633375428	ENCODE Processing Pipeline	1fd918cfae5ef1e4086f842ac8f87739		https://www.encodeproject.org/files/ENCFF053ZWE/@@download/ENCFF053ZWE.bam				released	s3://encode-public/2016/12/19/711aed4e-5909-4e19-87ae-cc90365f0800/ENCFF053ZWE.bam	low read length, mild to moderate bottlenecking, control low read depth	insufficient read depth	
ENCFF134XAW	bam	bam		alignments	hg19	ENCSR002YRE	Histone ChIP-seq	EFO:0001196	IMR-90	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF437DDC/, /files/ENCFF807MUK/	388526052	ENCODE Processing Pipeline	fb10d8288d93c4510511922c62f08ea8		https://www.encodeproject.org/files/ENCFF134XAW/@@download/ENCFF134XAW.bam				released	s3://encode-public/2016/12/19/09c34458-f26c-4bec-b0a0-e2ba7cf0611a/ENCFF134XAW.bam	low read length, mild to moderate bottlenecking, control low read depth	insufficient read depth	
ENCFF382TSP	bam	bam		unfiltered alignments	hg19	ENCSR857GMX	Histone ChIP-seq	EFO:0006710	OCI-LY3	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		none, sonication (generic)	200-600, 300-600	1	1_1		36					/files/ENCFF145ANA/, /files/ENCFF807MUK/, /files/ENCFF466ICJ/, /files/ENCFF002BCD/	1785994639	ENCODE Processing Pipeline	3d8774194ff401a5570b9e0e195af32c		https://www.encodeproject.org/files/ENCFF382TSP/@@download/ENCFF382TSP.bam				released	s3://encode-public/2016/10/26/650863aa-ec81-42b8-b8ae-a0fcb781375c/ENCFF382TSP.bam	mixed read lengths, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF247RWV	bam	bam		unfiltered alignments	hg19	ENCSR857GMX	Histone ChIP-seq	EFO:0006710	OCI-LY3	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		none, sonication (generic)	200-600, 300-600	2	2_1		36					/files/ENCFF539JCY/, /files/ENCFF807MUK/, /files/ENCFF002AUE/, /files/ENCFF810ZTW/	2006494475	ENCODE Processing Pipeline	a0f0ff63428e3b223c549228dd4f06ee		https://www.encodeproject.org/files/ENCFF247RWV/@@download/ENCFF247RWV.bam				released	s3://encode-public/2016/10/26/39fcca30-51c5-4cd1-87be-3ff8a93a5606/ENCFF247RWV.bam	mixed read lengths, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF236RNZ	bam	bam		alignments	hg19	ENCSR857GMX	Histone ChIP-seq	EFO:0006710	OCI-LY3	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		none, sonication (generic)	200-600, 300-600	1	1_1		36					/files/ENCFF145ANA/, /files/ENCFF807MUK/, /files/ENCFF466ICJ/, /files/ENCFF002BCD/	1137514369	ENCODE Processing Pipeline	eb7a29c214a4e752e9b2cb1bff3d76df		https://www.encodeproject.org/files/ENCFF236RNZ/@@download/ENCFF236RNZ.bam				released	s3://encode-public/2016/10/26/a356e11a-12f6-470b-bfdf-8a76c56e889d/ENCFF236RNZ.bam	mixed read lengths, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF056MQP	bam	bam		alignments	hg19	ENCSR857GMX	Histone ChIP-seq	EFO:0006710	OCI-LY3	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		none, sonication (generic)	200-600, 300-600	2	2_1		36					/files/ENCFF539JCY/, /files/ENCFF807MUK/, /files/ENCFF002AUE/, /files/ENCFF810ZTW/	1225802070	ENCODE Processing Pipeline	fcb7cd7c677af042f85ab2a2c79fc09d		https://www.encodeproject.org/files/ENCFF056MQP/@@download/ENCFF056MQP.bam				released	s3://encode-public/2016/10/26/56246f08-5dcb-4856-b77f-e4f78f36c940/ENCFF056MQP.bam	mixed read lengths, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF433JWY	bam	bam		unfiltered alignments	hg19	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF710QVF/, /files/ENCFF807MUK/	1220778978	ENCODE Processing Pipeline	d1d2a2be015d555a4bd4f13863fef266		https://www.encodeproject.org/files/ENCFF433JWY/@@download/ENCFF433JWY.bam				released	s3://encode-public/2016/12/19/fdc38d44-3dfb-4ec0-bb56-c2441df89068/ENCFF433JWY.bam	moderate library complexity, inconsistent platforms, low read length, low read depth, mild to moderate bottlenecking		
ENCFF794OWI	bam	bam		alignments	hg19	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF710QVF/, /files/ENCFF807MUK/	504517297	ENCODE Processing Pipeline	62034876940151bdf3f1bbefd098498d		https://www.encodeproject.org/files/ENCFF794OWI/@@download/ENCFF794OWI.bam				released	s3://encode-public/2016/12/19/593fd166-61b1-4101-836e-c00d9a807ba3/ENCFF794OWI.bam	moderate library complexity, inconsistent platforms, low read length, low read depth, mild to moderate bottlenecking		
ENCFF241CWN	bam	bam		unfiltered alignments	hg19	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF807MUK/, /files/ENCFF613EXZ/	1590711357	ENCODE Processing Pipeline	0288c0832a9c3e0385514bfd16976a94		https://www.encodeproject.org/files/ENCFF241CWN/@@download/ENCFF241CWN.bam				released	s3://encode-public/2016/12/19/04ef80fe-6c9b-4427-a343-18945a9b008b/ENCFF241CWN.bam	moderate library complexity, inconsistent platforms, low read length, low read depth, mild to moderate bottlenecking		
ENCFF039ZOY	bam	bam		alignments	hg19	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF807MUK/, /files/ENCFF613EXZ/	719231347	ENCODE Processing Pipeline	977565ab38a1973bad0361eb8ba05542		https://www.encodeproject.org/files/ENCFF039ZOY/@@download/ENCFF039ZOY.bam				released	s3://encode-public/2016/12/19/bb23e398-f225-45a6-ac6c-9cfdf87c9aec/ENCFF039ZOY.bam	moderate library complexity, inconsistent platforms, low read length, low read depth, mild to moderate bottlenecking		
ENCFF513EGS	bam	bam		unfiltered alignments	hg19	ENCSR213SMK	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF690WBN/	1969634005	ENCODE Processing Pipeline	6344140012f026e1722683fd9fed028b		https://www.encodeproject.org/files/ENCFF513EGS/@@download/ENCFF513EGS.bam				released	s3://encode-public/2017/05/09/68bd28dd-12dc-4ab2-b274-b408de34465d/ENCFF513EGS.bam	inconsistent platforms, low read length		
ENCFF184UEN	bam	bam		alignments	hg19	ENCSR213SMK	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF690WBN/	1251302784	ENCODE Processing Pipeline	10882b77c20cc94992a440e1a9f215e8		https://www.encodeproject.org/files/ENCFF184UEN/@@download/ENCFF184UEN.bam				released	s3://encode-public/2017/05/09/37a8bbe8-3e1b-4218-a4eb-cde820928175/ENCFF184UEN.bam	inconsistent platforms, low read length		
ENCFF839HBL	bam	bam		unfiltered alignments	hg19	ENCSR582UTE	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		50					/files/ENCFF807MUK/, /files/ENCFF282DOJ/	1608860135	ENCODE Processing Pipeline	80653edfa741beede128f7891e8d8ccd		https://www.encodeproject.org/files/ENCFF839HBL/@@download/ENCFF839HBL.bam				released	s3://encode-public/2017/05/10/e3257a1a-d18f-4a95-8ec9-d5a577887051/ENCFF839HBL.bam	low read depth, moderate library complexity, mild to moderate bottlenecking		
ENCFF046QRA	bam	bam		alignments	hg19	ENCSR582UTE	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		50					/files/ENCFF807MUK/, /files/ENCFF282DOJ/	944799618	ENCODE Processing Pipeline	b71fe2bc1c346e8c6df9fa437e1dc29c		https://www.encodeproject.org/files/ENCFF046QRA/@@download/ENCFF046QRA.bam				released	s3://encode-public/2017/05/10/de2541d8-23a0-441c-8e23-174d11d50e48/ENCFF046QRA.bam	low read depth, moderate library complexity, mild to moderate bottlenecking		
ENCFF543KEC	bam	bam		unfiltered alignments	hg19	ENCSR453MUW	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF190JZI/, /files/ENCFF736PMU/, /files/ENCFF807MUK/, /files/ENCFF571QQY/, /files/ENCFF542FRC/	2306555782	ENCODE Processing Pipeline	4df7c03f51fac9fa4b070b793c9aee17		https://www.encodeproject.org/files/ENCFF543KEC/@@download/ENCFF543KEC.bam				released	s3://encode-public/2018/06/13/1f5a6d6e-5c83-4ce2-91c6-41e7d1186934/ENCFF543KEC.bam			
ENCFF617DIU	bam	bam		alignments	hg19	ENCSR453MUW	Histone ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF190JZI/, /files/ENCFF736PMU/, /files/ENCFF807MUK/, /files/ENCFF571QQY/, /files/ENCFF542FRC/	1921488158	ENCODE Processing Pipeline	55d1b59846d8ff41d304e03bcf160f70		https://www.encodeproject.org/files/ENCFF617DIU/@@download/ENCFF617DIU.bam				released	s3://encode-public/2018/06/13/f3d28c25-1c52-4245-bfb7-d222922423f1/ENCFF617DIU.bam			
ENCFF109OQV	bam	bam		unfiltered alignments	hg19	ENCSR170MAJ	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF063UMS/, /files/ENCFF807MUK/	1169799693	ENCODE Processing Pipeline	a97a78ba6a203c11de19b2ebadc974e0		https://www.encodeproject.org/files/ENCFF109OQV/@@download/ENCFF109OQV.bam				released	s3://encode-public/2017/03/16/8a903016-ad08-48d5-a86c-4438ae1e6296/ENCFF109OQV.bam	low read depth, mild to moderate bottlenecking	poor library complexity, control insufficient read depth	
ENCFF329WJV	bam	bam		alignments	hg19	ENCSR170MAJ	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF063UMS/, /files/ENCFF807MUK/	466001542	ENCODE Processing Pipeline	61d47019df3f99cd0cadf853c0dd0f99		https://www.encodeproject.org/files/ENCFF329WJV/@@download/ENCFF329WJV.bam				released	s3://encode-public/2017/03/16/a1eb63ab-0c28-4662-9622-b17ee9692f18/ENCFF329WJV.bam	low read depth, mild to moderate bottlenecking	poor library complexity, control insufficient read depth	
ENCFF517LOI	bam	bam		unfiltered alignments	hg19	ENCSR189QAD	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF807MUK/, /files/ENCFF237XPL/, /files/ENCFF667USM/	1679775870	ENCODE Processing Pipeline	5b32bec34d029a7617a38cd3cefab23c		https://www.encodeproject.org/files/ENCFF517LOI/@@download/ENCFF517LOI.bam				released	s3://encode-public/2016/10/31/27751dae-10cd-47bb-8720-a2cfb4150b19/ENCFF517LOI.bam	mild to moderate bottlenecking		
ENCFF070MRW	bam	bam		alignments	hg19	ENCSR189QAD	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF807MUK/, /files/ENCFF237XPL/, /files/ENCFF667USM/	1333120209	ENCODE Processing Pipeline	eb4689583d61ab60eb72cfe7c34c22b8		https://www.encodeproject.org/files/ENCFF070MRW/@@download/ENCFF070MRW.bam				released	s3://encode-public/2016/10/31/e941608b-7d85-42a9-a3c7-e3c9a6b2138e/ENCFF070MRW.bam	mild to moderate bottlenecking		
ENCFF244VQA	bam	bam		unfiltered alignments	hg19	ENCSR429YAE	Histone ChIP-seq	EFO:0007105	iPS-18a	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_4		36					/files/ENCFF989MLG/, /files/ENCFF689LBV/, /files/ENCFF807MUK/, /files/ENCFF176RPG/, /files/ENCFF745NTJ/	2256940260	ENCODE Processing Pipeline	98b74d79c010cb3e176396aab40d32c5		https://www.encodeproject.org/files/ENCFF244VQA/@@download/ENCFF244VQA.bam				released	s3://encode-public/2016/12/19/d9e06ab5-71b4-4fa8-a8fb-5d729e54aefa/ENCFF244VQA.bam	low read length		
ENCFF471QZV	bam	bam		alignments	hg19	ENCSR429YAE	Histone ChIP-seq	EFO:0007105	iPS-18a	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_4		36					/files/ENCFF989MLG/, /files/ENCFF689LBV/, /files/ENCFF807MUK/, /files/ENCFF176RPG/, /files/ENCFF745NTJ/	1697253421	ENCODE Processing Pipeline	42ae1a1edb36884b5bedeebb1280a942		https://www.encodeproject.org/files/ENCFF471QZV/@@download/ENCFF471QZV.bam				released	s3://encode-public/2016/12/19/64fb9e56-8de5-495d-a2b8-6b811e073db4/ENCFF471QZV.bam	low read length		
ENCFF776DRD	bam	bam		unfiltered alignments	hg19	ENCSR000ANV	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000BOU/, /files/ENCFF807MUK/	520638265	ENCODE Processing Pipeline	6888ce56177ce81289660e90f1712626		https://www.encodeproject.org/files/ENCFF776DRD/@@download/ENCFF776DRD.bam				released	s3://encode-public/2017/04/04/41a05b38-a3f8-4249-b8a6-d1acffbaf83e/ENCFF776DRD.bam	low read length, moderate library complexity, mild to moderate bottlenecking	insufficient read depth	
ENCFF852BKE	bam	bam		alignments	hg19	ENCSR000ANV	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000BOU/, /files/ENCFF807MUK/	260022829	ENCODE Processing Pipeline	f554397e4790ba21bafbca1687154984		https://www.encodeproject.org/files/ENCFF852BKE/@@download/ENCFF852BKE.bam				released	s3://encode-public/2017/04/04/fd2257ef-bbba-45be-85e3-7b986d3d1a8e/ENCFF852BKE.bam	low read length, moderate library complexity, mild to moderate bottlenecking	insufficient read depth	
ENCFF356XDF	bam	bam		unfiltered alignments	hg19	ENCSR000ANV	Histone ChIP-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF000BOT/, /files/ENCFF807MUK/	474414824	ENCODE Processing Pipeline	e2ebf76878f3cfe3a3d388616c397d28		https://www.encodeproject.org/files/ENCFF356XDF/@@download/ENCFF356XDF.bam				released	s3://encode-public/2017/04/04/77ea4c5c-6b4e-4770-a414-0aab062df3a8/ENCFF356XDF.bam	low read length, moderate library complexity, mild to moderate bottlenecking	insufficient read depth	
