File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	Biosample stage
ENCFF620KTT	bam	bam		unfiltered alignments	hg19	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF021ZSD/, /files/ENCFF671MBQ/, /files/ENCFF549HLL/	1931874742	ENCODE Processing Pipeline	c69b9cb160af5f8d763fe4d3a8bb82e0		https://www.encodeproject.org/files/ENCFF620KTT/@@download/ENCFF620KTT.bam				released	s3://encode-public/2017/09/19/c15cf525-0758-4a4b-9b36-acdb74bdf9a3/ENCFF620KTT.bam	low read depth			embryonic_101_days
ENCFF767PZY	bam	bam		alignments	hg19	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF620KTT/	1403632577	ENCODE Processing Pipeline	b3e391713540463f427f5c08c8496d62		https://www.encodeproject.org/files/ENCFF767PZY/@@download/ENCFF767PZY.bam				released	s3://encode-public/2017/09/19/d370a9a5-e491-4c86-be40-bd0581f2b404/ENCFF767PZY.bam	low read depth			embryonic_101_days
ENCFF228EBF	bam	bam		unfiltered alignments	hg19	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_9							/files/ENCFF461HIP/, /files/ENCFF666OGL/, /files/ENCFF497CUV/, /files/ENCFF135VOG/, /files/ENCFF244DOB/, /files/ENCFF999PLN/, /files/ENCFF977WQN/, /files/ENCFF551FHH/, /files/ENCFF925NBM/, /files/ENCFF549HLL/	1789539342	ENCODE Processing Pipeline	cb2ff991567e7d0c12594de06d89cf60		https://www.encodeproject.org/files/ENCFF228EBF/@@download/ENCFF228EBF.bam				released	s3://encode-public/2017/09/19/261e5e66-e8df-49d3-b74b-46cf7fab7d0b/ENCFF228EBF.bam	low read depth			embryonic_105_days
ENCFF333ZXH	bam	bam		alignments	hg19	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_9							/files/ENCFF228EBF/	1527246053	ENCODE Processing Pipeline	fb9753f1a36046a4a39669667a4d27de		https://www.encodeproject.org/files/ENCFF333ZXH/@@download/ENCFF333ZXH.bam				released	s3://encode-public/2017/09/19/afaeeeba-f0e8-4a5e-bde9-c1fef9e4c224/ENCFF333ZXH.bam	low read depth			embryonic_105_days
ENCFF973BFI	bam	bam		unfiltered alignments	hg19	ENCSR846CTA	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF973AFO/, /files/ENCFF723TEH/, /files/ENCFF549HLL/	1998398598	ENCODE Processing Pipeline	cb8ac3f8f94a063c3e6fb08a1d183320		https://www.encodeproject.org/files/ENCFF973BFI/@@download/ENCFF973BFI.bam				released	s3://encode-public/2017/09/19/ed70ff0d-723b-401e-a581-080d0506694f/ENCFF973BFI.bam	low read depth			embryonic_105_days
ENCFF285BSG	bam	bam		alignments	hg19	ENCSR846CTA	DNase-seq	UBERON:0002167	right lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF973BFI/	1759850602	ENCODE Processing Pipeline	24bb447b6e86ed0ad553848868e87902		https://www.encodeproject.org/files/ENCFF285BSG/@@download/ENCFF285BSG.bam				released	s3://encode-public/2017/09/19/ee732c61-d803-49c2-9463-f4abcd37d39f/ENCFF285BSG.bam	low read depth			embryonic_105_days
ENCFF055UYI	bam	bam		unfiltered alignments	hg19	ENCSR679IFH	DNase-seq	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF422YYG/, /files/ENCFF549HLL/	1674731260	ENCODE Processing Pipeline	cc196e555d12a719d84afc629342cc46		https://www.encodeproject.org/files/ENCFF055UYI/@@download/ENCFF055UYI.bam				released	s3://encode-public/2017/09/19/6569e065-03ec-4940-8865-c4e6ff65adf6/ENCFF055UYI.bam	low read depth, low spot score			embryonic_112_days
ENCFF039NMI	bam	bam		alignments	hg19	ENCSR679IFH	DNase-seq	UBERON:0002106	spleen	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF055UYI/	1362853851	ENCODE Processing Pipeline	0eaee4b63032291621aae7a940213366		https://www.encodeproject.org/files/ENCFF039NMI/@@download/ENCFF039NMI.bam				released	s3://encode-public/2017/09/19/bd0e296a-18fd-43b4-9031-752c622644ac/ENCFF039NMI.bam	low read depth, low spot score			embryonic_112_days
ENCFF740LPY	bam	bam		unfiltered alignments	hg19	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF489UHT/, /files/ENCFF989PUV/, /files/ENCFF549HLL/	3147651995	ENCODE Processing Pipeline	a7bb04daddc77712ecef0f197f604be1		https://www.encodeproject.org/files/ENCFF740LPY/@@download/ENCFF740LPY.bam				released	s3://encode-public/2017/09/19/61dc7cc0-995d-40f2-95bf-4657858f2211/ENCFF740LPY.bam	low read depth			embryonic_87_days
ENCFF215BUS	bam	bam		alignments	hg19	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF740LPY/	2408229940	ENCODE Processing Pipeline	1d72cb9f6868f6b4f55810f42eb1afd2		https://www.encodeproject.org/files/ENCFF215BUS/@@download/ENCFF215BUS.bam				released	s3://encode-public/2017/09/19/34cd0408-5a17-44f0-a1a7-7c1cedb8303e/ENCFF215BUS.bam	low read depth			embryonic_87_days
ENCFF620LEV	bam	bam		unfiltered alignments	hg19	ENCSR385SZQ	DNase-seq	EFO:0001200	MCF 10A	cell line	Homo sapiens	tamoxifen	1.0 μM	6.0 hour								DNA						2018-01-29	ENCODE				1	1_2							/files/ENCFF499XYU/, /files/ENCFF979ZGA/, /files/ENCFF549HLL/	1205468446	ENCODE Processing Pipeline	98ca11520162899f9d814ef12907dc97		https://www.encodeproject.org/files/ENCFF620LEV/@@download/ENCFF620LEV.bam				released	s3://encode-public/2018/01/21/7ed84096-4356-48f5-8582-7bd9383be2de/ENCFF620LEV.bam		unreplicated experiment		adult_36_years
ENCFF332DWR	bam	bam		unfiltered alignments	hg19	ENCSR385SZQ	DNase-seq	EFO:0001200	MCF 10A	cell line	Homo sapiens	tamoxifen	1.0 μM	6.0 hour								DNA						2018-01-29	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF398ZYI/, /files/ENCFF890PZG/, /files/ENCFF756AHD/, /files/ENCFF289NQF/	12493388852	ENCODE Processing Pipeline	9c79f7ef21f83b5c42fcdb65fb9b1d72		https://www.encodeproject.org/files/ENCFF332DWR/@@download/ENCFF332DWR.bam				released	s3://encode-public/2018/01/21/ee774231-8757-4b96-b759-3b4ed9668cba/ENCFF332DWR.bam		unreplicated experiment		adult_36_years
ENCFF246PTY	bam	bam		alignments	hg19	ENCSR385SZQ	DNase-seq	EFO:0001200	MCF 10A	cell line	Homo sapiens	tamoxifen	1.0 μM	6.0 hour								DNA						2018-01-29	ENCODE				1	1_1, 1_2							/files/ENCFF332DWR/, /files/ENCFF620LEV/	11459928902	ENCODE Processing Pipeline	f0bb92986db8e933fb95663cbe44a185		https://www.encodeproject.org/files/ENCFF246PTY/@@download/ENCFF246PTY.bam				released	s3://encode-public/2018/01/21/5ae8694a-caf5-463e-ac1c-a8bf9bf9315c/ENCFF246PTY.bam		unreplicated experiment		adult_36_years
ENCFF973TVT	bam	bam		unfiltered alignments	hg19	ENCSR224FOA	DNase-seq	NTR:0001484	islet precursor cell	in vitro differentiated cells	Homo sapiens											DNA						2018-01-11	ENCODE				2	2_1							/files/ENCFF549HLL/, /files/ENCFF452CDX/, /files/ENCFF317QVU/, /files/ENCFF891TEY/, /files/ENCFF784QHR/	16158537860	ENCODE Processing Pipeline	2c1167c87ca25b1182e5af2ca1f33000		https://www.encodeproject.org/files/ENCFF973TVT/@@download/ENCFF973TVT.bam				released	s3://encode-public/2017/12/07/ecd267e2-edac-45af-a7db-46e8607ebe64/ENCFF973TVT.bam				embryonic_5_days
ENCFF896SYQ	bam	bam		alignments	hg19	ENCSR224FOA	DNase-seq	NTR:0001484	islet precursor cell	in vitro differentiated cells	Homo sapiens											DNA						2018-01-11	ENCODE				2	2_1							/files/ENCFF973TVT/	13137306025	ENCODE Processing Pipeline	0d93365bf9ee65edfc2a229a4ded9f6f		https://www.encodeproject.org/files/ENCFF896SYQ/@@download/ENCFF896SYQ.bam				released	s3://encode-public/2017/12/07/5b417b18-c955-43cc-8f37-864e4e4e12ef/ENCFF896SYQ.bam				embryonic_5_days
ENCFF967XQZ	bam	bam		unfiltered alignments	hg19	ENCSR449HOQ	DNase-seq	UBERON:8300003	right hindlimb	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF979KMP/, /files/ENCFF550UMX/, /files/ENCFF742KDI/, /files/ENCFF245JVJ/	8215561049	ENCODE Processing Pipeline	134781cdef0fa91aeb32b96a1936971f		https://www.encodeproject.org/files/ENCFF967XQZ/@@download/ENCFF967XQZ.bam				released	s3://encode-public/2018/01/22/3be7b796-2fd5-4453-90d7-90e464a7b7d2/ENCFF967XQZ.bam				embryonic_81_days
ENCFF572GHK	bam	bam		alignments	hg19	ENCSR449HOQ	DNase-seq	UBERON:8300003	right hindlimb	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1	1_1							/files/ENCFF967XQZ/	7311995416	ENCODE Processing Pipeline	9cd885febccace2e8f8d497d50db7b7e		https://www.encodeproject.org/files/ENCFF572GHK/@@download/ENCFF572GHK.bam				released	s3://encode-public/2018/01/22/55b7d3bf-d276-4064-95d0-90b6d8e098c4/ENCFF572GHK.bam				embryonic_81_days
ENCFF241DIK	bam	bam		unfiltered alignments	hg19	ENCSR597NVK	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF168RHT/, /files/ENCFF872NWL/, /files/ENCFF661NMZ/, /files/ENCFF652RZI/, /files/ENCFF002SGY/, /files/ENCFF296PIU/	12651541312	ENCODE Processing Pipeline	1384e7dfb65c787cb0e378873a9e3a6b		https://www.encodeproject.org/files/ENCFF241DIK/@@download/ENCFF241DIK.bam				released	s3://encode-public/2017/09/19/3fbff4f9-dab6-4c0a-bc3d-417c09cb9249/ENCFF241DIK.bam	low spot score			adult_53_years
ENCFF970LXV	bam	bam		alignments	hg19	ENCSR597NVK	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1							/files/ENCFF241DIK/	11047753505	ENCODE Processing Pipeline	32571ef419d4e18f77ce5fd88ecf5c47		https://www.encodeproject.org/files/ENCFF970LXV/@@download/ENCFF970LXV.bam				released	s3://encode-public/2017/09/19/591870b7-2a56-45b7-8708-b3d28f3a34b2/ENCFF970LXV.bam	low spot score			adult_53_years
ENCFF667AMH	bam	bam		unfiltered alignments	hg19	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF815ZUV/, /files/ENCFF522QVS/, /files/ENCFF067QFC/, /files/ENCFF335KVO/, /files/ENCFF498XBD/, /files/ENCFF341NUH/, /files/ENCFF642ZEF/, /files/ENCFF768YIX/	9736548305	ENCODE Processing Pipeline	efec68de0f89afeed33ee204ea739c20		https://www.encodeproject.org/files/ENCFF667AMH/@@download/ENCFF667AMH.bam				released	s3://encode-public/2017/09/05/438d2931-6ef9-4af1-9023-a7f8a6b81465/ENCFF667AMH.bam				embryonic_80_days
ENCFF177OOW	bam	bam		alignments	hg19	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1	1_1							/files/ENCFF667AMH/	8184470694	ENCODE Processing Pipeline	7a7a5eb2296c6191000c40209c692054		https://www.encodeproject.org/files/ENCFF177OOW/@@download/ENCFF177OOW.bam				released	s3://encode-public/2017/09/06/01181c5f-ab1e-473e-9977-8d458d1caa51/ENCFF177OOW.bam				embryonic_80_days
ENCFF885MKW	bam	bam		alignments	hg19	ENCSR274SDO	DNase-seq	UBERON:8300001	right forelimb	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1	1_1							/files/ENCFF395GFE/	6120395637	ENCODE Processing Pipeline	3d23200a73b36fbb1d5c2967c1cdc3e3		https://www.encodeproject.org/files/ENCFF885MKW/@@download/ENCFF885MKW.bam				released	s3://encode-public/2018/01/21/0319bdb1-89c5-4646-98b4-15c20da1f59e/ENCFF885MKW.bam				embryonic_81_days
ENCFF395GFE	bam	bam		unfiltered alignments	hg19	ENCSR274SDO	DNase-seq	UBERON:8300001	right forelimb	tissue	Homo sapiens											DNA						2018-01-29	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF123TKB/, /files/ENCFF544CRT/, /files/ENCFF203VAT/, /files/ENCFF766XLL/	7041744810	ENCODE Processing Pipeline	3b6b4753a7b1f184cab513cab86c44d0		https://www.encodeproject.org/files/ENCFF395GFE/@@download/ENCFF395GFE.bam				released	s3://encode-public/2018/01/21/80612d29-2274-409a-856b-1dfb1067ec97/ENCFF395GFE.bam				embryonic_81_days
ENCFF925MJQ	bam	bam		unfiltered alignments	hg19	ENCSR805XIF	DNase-seq	UBERON:0000981	femur	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF549HLL/, /files/ENCFF831FTU/, /files/ENCFF168VUP/, /files/ENCFF501UMU/, /files/ENCFF146PWV/	8980082400	ENCODE Processing Pipeline	d3ed1b753b95999650bb23e310463a55		https://www.encodeproject.org/files/ENCFF925MJQ/@@download/ENCFF925MJQ.bam				released	s3://encode-public/2017/12/03/dc6178ba-ff79-4390-84c3-64f8e9de4c38/ENCFF925MJQ.bam				embryonic_98_days
ENCFF545YFF	bam	bam		alignments	hg19	ENCSR805XIF	DNase-seq	UBERON:0000981	femur	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF925MJQ/	7903575502	ENCODE Processing Pipeline	9e06db83976b222be54c3c20d1492616		https://www.encodeproject.org/files/ENCFF545YFF/@@download/ENCFF545YFF.bam				released	s3://encode-public/2017/12/03/13519dd0-d4ce-41fb-b0af-8b8c7445eef5/ENCFF545YFF.bam				embryonic_98_days
ENCFF055XGK	bam	bam		unfiltered alignments	hg19	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF781FBG/, /files/ENCFF529GIA/, /files/ENCFF046CJQ/, /files/ENCFF001BAM/, /files/ENCFF001DBH/, /files/ENCFF001BAL/, /files/ENCFF001BAK/, /files/ENCFF549HLL/	12501540206	ENCODE Processing Pipeline	f27a525053ac83e16c809832a32bad17		https://www.encodeproject.org/files/ENCFF055XGK/@@download/ENCFF055XGK.bam				released	s3://encode-public/2018/05/07/342266ba-5926-4762-84d4-b70ee9797ff2/ENCFF055XGK.bam	low read depth			
ENCFF813CWE	bam	bam		unfiltered alignments	hg19	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DBE/, /files/ENCFF549HLL/	1725668787	ENCODE Processing Pipeline	12f0f4042d257ead52e2941016a61674		https://www.encodeproject.org/files/ENCFF813CWE/@@download/ENCFF813CWE.bam				released	s3://encode-public/2018/05/07/71daf74f-3a8a-4796-a5e6-8c5ec1223a42/ENCFF813CWE.bam	low read depth			
ENCFF150TMB	bam	bam		alignments	hg19	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF055XGK/	9922649381	ENCODE Processing Pipeline	f0b291e5e936ef95fa6838cc6aab950d		https://www.encodeproject.org/files/ENCFF150TMB/@@download/ENCFF150TMB.bam				released	s3://encode-public/2018/05/07/b0148d54-ac4b-4895-8687-b3cabd939a02/ENCFF150TMB.bam	low read depth			
ENCFF148CSB	bam	bam		alignments	hg19	ENCSR000ENJ	DNase-seq	CL:0000746	cardiac muscle cell	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF813CWE/	1353661873	ENCODE Processing Pipeline	3754e9553c31ffb3f820cdc1b97f83b6		https://www.encodeproject.org/files/ENCFF148CSB/@@download/ENCFF148CSB.bam				released	s3://encode-public/2018/05/07/33f14e0a-ba78-4c12-971c-07af24db34c2/ENCFF148CSB.bam	low read depth			
ENCFF177WTL	bam	bam		unfiltered alignments	hg19	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF802NEE/, /files/ENCFF224BRN/, /files/ENCFF903LSJ/, /files/ENCFF549HLL/	22042545334	ENCODE Processing Pipeline	8788cbdfee89b400b4c89a2b4d341426		https://www.encodeproject.org/files/ENCFF177WTL/@@download/ENCFF177WTL.bam				released	s3://encode-public/2017/09/20/653673f3-8270-4682-98e3-0d8ab6afd50f/ENCFF177WTL.bam				embryonic_108_days
ENCFF583XPL	bam	bam		alignments	hg19	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF177WTL/	18130056361	ENCODE Processing Pipeline	e1784229e3cb6e6499bb39c952c8bf02		https://www.encodeproject.org/files/ENCFF583XPL/@@download/ENCFF583XPL.bam				released	s3://encode-public/2017/09/20/6024ad7d-0fd5-4f8f-9db0-e2392acae687/ENCFF583XPL.bam				embryonic_108_days
ENCFF821DOP	bam	bam		unfiltered alignments	hg19	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF023ZQH/, /files/ENCFF549HLL/	1272572401	ENCODE Processing Pipeline	3a588df4105b750cd57d67d13cd6dcf4		https://www.encodeproject.org/files/ENCFF821DOP/@@download/ENCFF821DOP.bam				released	s3://encode-public/2017/09/27/386cbd99-4683-4c40-9acb-2174489f2318/ENCFF821DOP.bam				
ENCFF194FNL	bam	bam		unfiltered alignments	hg19	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF168UKL/, /files/ENCFF371NSV/, /files/ENCFF515KFF/, /files/ENCFF641CJQ/, /files/ENCFF692DBR/, /files/ENCFF900FSF/, /files/ENCFF268SKT/, /files/ENCFF610CKQ/, /files/ENCFF263JKC/, /files/ENCFF615NHO/, /files/ENCFF455RDA/, /files/ENCFF588LXG/, /files/ENCFF549HLL/	10758708364	ENCODE Processing Pipeline	a1d06f2d5dfdcf97eddb14ec4534623d		https://www.encodeproject.org/files/ENCFF194FNL/@@download/ENCFF194FNL.bam				released	s3://encode-public/2017/09/27/de3b4245-f654-494b-b1db-7c4dc17ba396/ENCFF194FNL.bam				
ENCFF134NUT	bam	bam		alignments	hg19	ENCSR191EII	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2, 1_3							/files/ENCFF821DOP/, /files/ENCFF194FNL/	9384935205	ENCODE Processing Pipeline	74ee27ad3e8ea0f0aca0d0bde7e4b9cf		https://www.encodeproject.org/files/ENCFF134NUT/@@download/ENCFF134NUT.bam				released	s3://encode-public/2017/09/27/209bb4c8-2eb8-46e8-9170-5b52cce0cebd/ENCFF134NUT.bam				
ENCFF445IFZ	bam	bam		unfiltered alignments	hg19	ENCSR251UPG	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF602LUO/, /files/ENCFF549HLL/	1535619488	ENCODE Processing Pipeline	4158201e9b84b8bfbb14cc26283f1a14		https://www.encodeproject.org/files/ENCFF445IFZ/@@download/ENCFF445IFZ.bam				released	s3://encode-public/2017/09/19/4288ef08-5372-44ff-bbde-ed4e0d1593d2/ENCFF445IFZ.bam				newborn_nan
ENCFF582RYT	bam	bam		unfiltered alignments	hg19	ENCSR251UPG	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF399RVE/, /files/ENCFF099TON/, /files/ENCFF549HLL/	1521204548	ENCODE Processing Pipeline	73e2dd958d73b7a9bf18f9f18ec84a95		https://www.encodeproject.org/files/ENCFF582RYT/@@download/ENCFF582RYT.bam				released	s3://encode-public/2017/09/19/f3c18ff3-fd58-4b5f-a039-086910f76cb6/ENCFF582RYT.bam				newborn_nan
ENCFF876BPX	bam	bam		alignments	hg19	ENCSR251UPG	DNase-seq	CL:1001608	foreskin fibroblast	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF445IFZ/, /files/ENCFF582RYT/	2581791476	ENCODE Processing Pipeline	9c15f0a763f27775e155080930232b0a		https://www.encodeproject.org/files/ENCFF876BPX/@@download/ENCFF876BPX.bam				released	s3://encode-public/2017/09/19/9cb8dc40-d055-471b-88b7-1ee4377949a6/ENCFF876BPX.bam				newborn_nan
ENCFF063IJW	bam	bam		unfiltered alignments	hg19	ENCSR726YMS	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF847HFF/, /files/ENCFF541DLH/, /files/ENCFF155PXO/, /files/ENCFF061HHO/, /files/ENCFF549HLL/	2355008361	ENCODE Processing Pipeline	cdec1a2dd3579ab54b53f47987f401e0		https://www.encodeproject.org/files/ENCFF063IJW/@@download/ENCFF063IJW.bam				released	s3://encode-public/2017/09/19/5a887e2b-c7a7-42c7-bc66-daca016fcbe3/ENCFF063IJW.bam	low read depth, low spot score			embryonic_nan
ENCFF146ADR	bam	bam		alignments	hg19	ENCSR726YMS	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF063IJW/	1698479076	ENCODE Processing Pipeline	1a35bde1e441df018fe80d22a015131c		https://www.encodeproject.org/files/ENCFF146ADR/@@download/ENCFF146ADR.bam				released	s3://encode-public/2017/09/19/46f26f13-b669-43bf-9327-b8335e2c416d/ENCFF146ADR.bam	low read depth, low spot score			embryonic_nan
ENCFF523BCS	bam	bam		unfiltered alignments	hg19	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF549HLL/, /files/ENCFF169NOQ/, /files/ENCFF879IJW/, /files/ENCFF083PGI/, /files/ENCFF931EXL/	24469750546	ENCODE Processing Pipeline	2536c1ba72cb50532efa7e83099ced8f		https://www.encodeproject.org/files/ENCFF523BCS/@@download/ENCFF523BCS.bam				released	s3://encode-public/2017/12/03/2ba32ee9-8eb3-4b1c-90e4-2ceef689044f/ENCFF523BCS.bam				adult_21_years
ENCFF642OML	bam	bam		unfiltered alignments	hg19	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF862RQS/, /files/ENCFF549HLL/	1448144740	ENCODE Processing Pipeline	8e9221d0e9835b3bcc081832f38bc14f		https://www.encodeproject.org/files/ENCFF642OML/@@download/ENCFF642OML.bam				released	s3://encode-public/2017/12/03/90b5100c-8c30-423a-a464-2a2f7ab90985/ENCFF642OML.bam				adult_21_years
ENCFF322XDC	bam	bam		alignments	hg19	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF523BCS/, /files/ENCFF642OML/	19219531517	ENCODE Processing Pipeline	8f3f24e878f46d5759f81cb211b6a64a		https://www.encodeproject.org/files/ENCFF322XDC/@@download/ENCFF322XDC.bam				released	s3://encode-public/2017/12/03/e829a76d-6405-45fc-b498-a59e36903b46/ENCFF322XDC.bam				adult_21_years
ENCFF789ART	bam	bam		unfiltered alignments	hg19	ENCSR683YLO	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_6							/files/ENCFF898RJJ/, /files/ENCFF451KWR/, /files/ENCFF549HLL/	3906503556	ENCODE Processing Pipeline	e1e92af9248d19e3a1b55692a7fd99f5		https://www.encodeproject.org/files/ENCFF789ART/@@download/ENCFF789ART.bam				released	s3://encode-public/2017/09/19/576d9679-369a-493b-b1b5-c9e5953f132b/ENCFF789ART.bam	low spot score			embryonic_96_days
ENCFF999WJD	bam	bam		alignments	hg19	ENCSR683YLO	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_6							/files/ENCFF789ART/	2970398697	ENCODE Processing Pipeline	a4ab40d55f6525a964f4fbfe98be0d6c		https://www.encodeproject.org/files/ENCFF999WJD/@@download/ENCFF999WJD.bam				released	s3://encode-public/2017/09/19/19a0489f-f7a2-45a3-a24e-c00cf589d45f/ENCFF999WJD.bam	low spot score			embryonic_96_days
ENCFF303BRT	bam	bam		unfiltered alignments	hg19	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF549HLL/, /files/ENCFF470FVJ/, /files/ENCFF971DJA/	20202397224	ENCODE Processing Pipeline	c640721b19cede49563adffd9125e986		https://www.encodeproject.org/files/ENCFF303BRT/@@download/ENCFF303BRT.bam				released	s3://encode-public/2017/12/03/4e3cd987-56ca-461f-9652-5fa1656a58c0/ENCFF303BRT.bam				adult_21_years
ENCFF079HLL	bam	bam		unfiltered alignments	hg19	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF250JVY/, /files/ENCFF549HLL/	1624846652	ENCODE Processing Pipeline	539bc1e93eb5739f4a85fa548bb8130b		https://www.encodeproject.org/files/ENCFF079HLL/@@download/ENCFF079HLL.bam				released	s3://encode-public/2017/12/03/c5b5cac7-7d9f-43b0-a314-691292371b32/ENCFF079HLL.bam				adult_21_years
