Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac	File accession_H3K27ac bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000351	CL:0000351	trophoblast cell	0.0	0.0	0.0	primary cell	in vitro differentiated cells	0.0	0.0	ENCFF164WWH, ENCFF206TIR, ENCFF208ADZ, ENCFF317WNK, ENCFF355PVN, ENCFF549HLL, ENCFF778VRG	ENCFF613EXZ, ENCFF807MUK	ENCSR121ZSL	ENCSR425PQI	2016-05-09	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF952XFA	ENCFF241CWN	hg19	https://www.encodeproject.org/files/ENCFF952XFA/@@download/ENCFF952XFA.bam	https://www.encodeproject.org/files/ENCFF241CWN/@@download/ENCFF241CWN.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	7384332142	1590711357	2_1	2_1	0.0	0.0	55d4d0a4a5fee2b32f05e2b190ae7dfe	0288c0832a9c3e0385514bfd16976a94	s3://encode-public/2017/09/12/1fc6a581-b4dc-4caf-8281-23d097f72389/ENCFF952XFA.bam	s3://encode-public/2016/12/19/04ef80fe-6c9b-4427-a343-18945a9b008b/ENCFF241CWN.bam	ENCFF241CWN
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF198NDG, ENCFF226OBW, ENCFF549HLL, ENCFF569MQH, ENCFF690YCI, ENCFF795AUA, ENCFF814WXD, ENCFF853IEJ, ENCFF996JWF	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF983LXZ	ENCFF520KTX	hg19	https://www.encodeproject.org/files/ENCFF983LXZ/@@download/ENCFF983LXZ.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	14126441076	2194404496	2_1	1_1	0.0	0.0	cd46f3626ffea84c7f9a4ea473bb8135	945bbaa364a7f43a66cd8dbf1f5a83b1	s3://encode-public/2018/02/23/3816d12f-7dee-49ec-8e37-d864b1c001e0/ENCFF983LXZ.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF520KTX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF198NDG, ENCFF226OBW, ENCFF549HLL, ENCFF569MQH, ENCFF690YCI, ENCFF795AUA, ENCFF814WXD, ENCFF853IEJ, ENCFF996JWF	ENCFF807MUK, ENCFF932YFI	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF983LXZ	ENCFF431QYZ	hg19	https://www.encodeproject.org/files/ENCFF983LXZ/@@download/ENCFF983LXZ.bam	https://www.encodeproject.org/files/ENCFF431QYZ/@@download/ENCFF431QYZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	14126441076	2195064567	2_1	2_1	0.0	0.0	cd46f3626ffea84c7f9a4ea473bb8135	92ddfb8eb4e4d89c8a93f01c5a498e74	s3://encode-public/2018/02/23/3816d12f-7dee-49ec-8e37-d864b1c001e0/ENCFF983LXZ.bam	s3://encode-public/2016/11/11/f3fd5df6-387c-4d6b-85d7-38837a83f24d/ENCFF431QYZ.bam	ENCFF431QYZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF219BIC, ENCFF344WBT, ENCFF412NKG, ENCFF484OQF, ENCFF549HLL	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF458DNP	ENCFF520KTX	hg19	https://www.encodeproject.org/files/ENCFF458DNP/@@download/ENCFF458DNP.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11357836092	2194404496	1_1	1_1	0.0	0.0	45202be17c4839bcd6caa956641304b6	945bbaa364a7f43a66cd8dbf1f5a83b1	s3://encode-public/2018/02/23/41aacb00-1b7b-4819-88e0-310a9c0c2c77/ENCFF458DNP.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF520KTX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF219BIC, ENCFF344WBT, ENCFF412NKG, ENCFF484OQF, ENCFF549HLL	ENCFF807MUK, ENCFF932YFI	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF458DNP	ENCFF431QYZ	hg19	https://www.encodeproject.org/files/ENCFF458DNP/@@download/ENCFF458DNP.bam	https://www.encodeproject.org/files/ENCFF431QYZ/@@download/ENCFF431QYZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11357836092	2195064567	1_1	2_1	0.0	0.0	45202be17c4839bcd6caa956641304b6	92ddfb8eb4e4d89c8a93f01c5a498e74	s3://encode-public/2018/02/23/41aacb00-1b7b-4819-88e0-310a9c0c2c77/ENCFF458DNP.bam	s3://encode-public/2016/11/11/f3fd5df6-387c-4d6b-85d7-38837a83f24d/ENCFF431QYZ.bam	ENCFF431QYZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF518NCM, ENCFF549HLL, ENCFF806QFV, ENCFF939NEZ	ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	ENCSR164PQJ	ENCSR776KLS	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF427IJY	ENCFF874QLK	hg19	https://www.encodeproject.org/files/ENCFF427IJY/@@download/ENCFF427IJY.bam	https://www.encodeproject.org/files/ENCFF874QLK/@@download/ENCFF874QLK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	4573126359	2485636152	1_3	1_2	0.0	0.0	3c2e0d575ca33eef3d15cc7a46ef54d6	e3e1ba4b0b0a90a013a5ee20b52e3b0b	s3://encode-public/2017/09/19/73f19b1b-5e1b-4eb1-84a7-63063b2cda7a/ENCFF427IJY.bam	s3://encode-public/2016/12/19/9fe0b9f2-3b09-46b4-8b24-3db8d6af514a/ENCFF874QLK.bam	ENCFF874QLK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF518NCM, ENCFF549HLL, ENCFF806QFV, ENCFF939NEZ	ENCFF799IYC, ENCFF807MUK	ENCSR164PQJ	ENCSR303IKJ	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF427IJY	ENCFF573NWZ	hg19	https://www.encodeproject.org/files/ENCFF427IJY/@@download/ENCFF427IJY.bam	https://www.encodeproject.org/files/ENCFF573NWZ/@@download/ENCFF573NWZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	4573126359	1384668374	1_3	1_1	0.0	0.0	3c2e0d575ca33eef3d15cc7a46ef54d6	98418bff63990f4cd65261fa24e912fa	s3://encode-public/2017/09/19/73f19b1b-5e1b-4eb1-84a7-63063b2cda7a/ENCFF427IJY.bam	s3://encode-public/2017/03/16/a8ad67e3-af0c-4365-be1c-249601436754/ENCFF573NWZ.bam	ENCFF573NWZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF800OUU, ENCFF828REB	ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	ENCSR777USE	ENCSR776KLS	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF829ILX	ENCFF874QLK	hg19	https://www.encodeproject.org/files/ENCFF829ILX/@@download/ENCFF829ILX.bam	https://www.encodeproject.org/files/ENCFF874QLK/@@download/ENCFF874QLK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2004088114	2485636152	1_2	1_2	0.0	0.0	99e39a322202e1b6f3f478c9d4da705f	e3e1ba4b0b0a90a013a5ee20b52e3b0b	s3://encode-public/2017/09/19/0abddc0c-2f0e-46ef-af69-57b84dd9d296/ENCFF829ILX.bam	s3://encode-public/2016/12/19/9fe0b9f2-3b09-46b4-8b24-3db8d6af514a/ENCFF874QLK.bam	ENCFF874QLK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF800OUU, ENCFF828REB	ENCFF799IYC, ENCFF807MUK	ENCSR777USE	ENCSR303IKJ	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF829ILX	ENCFF573NWZ	hg19	https://www.encodeproject.org/files/ENCFF829ILX/@@download/ENCFF829ILX.bam	https://www.encodeproject.org/files/ENCFF573NWZ/@@download/ENCFF573NWZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2004088114	1384668374	1_2	1_1	0.0	0.0	99e39a322202e1b6f3f478c9d4da705f	98418bff63990f4cd65261fa24e912fa	s3://encode-public/2017/09/19/0abddc0c-2f0e-46ef-af69-57b84dd9d296/ENCFF829ILX.bam	s3://encode-public/2017/03/16/a8ad67e3-af0c-4365-be1c-249601436754/ENCFF573NWZ.bam	ENCFF573NWZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF348BSK, ENCFF395PRO, ENCFF549HLL, ENCFF586YQW, ENCFF886IWZ	ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	ENCSR682PKY	ENCSR776KLS	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF545WJQ	ENCFF874QLK	hg19	https://www.encodeproject.org/files/ENCFF545WJQ/@@download/ENCFF545WJQ.bam	https://www.encodeproject.org/files/ENCFF874QLK/@@download/ENCFF874QLK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2304466533	2485636152	1_4	1_2	0.0	0.0	7d2ae584c15ebc8e7fdd02b15a61fa28	e3e1ba4b0b0a90a013a5ee20b52e3b0b	s3://encode-public/2017/09/19/43c6b725-1acf-4061-b112-aa448b8212f8/ENCFF545WJQ.bam	s3://encode-public/2016/12/19/9fe0b9f2-3b09-46b4-8b24-3db8d6af514a/ENCFF874QLK.bam	ENCFF874QLK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF348BSK, ENCFF395PRO, ENCFF549HLL, ENCFF586YQW, ENCFF886IWZ	ENCFF799IYC, ENCFF807MUK	ENCSR682PKY	ENCSR303IKJ	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF545WJQ	ENCFF573NWZ	hg19	https://www.encodeproject.org/files/ENCFF545WJQ/@@download/ENCFF545WJQ.bam	https://www.encodeproject.org/files/ENCFF573NWZ/@@download/ENCFF573NWZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2304466533	1384668374	1_4	1_1	0.0	0.0	7d2ae584c15ebc8e7fdd02b15a61fa28	98418bff63990f4cd65261fa24e912fa	s3://encode-public/2017/09/19/43c6b725-1acf-4061-b112-aa448b8212f8/ENCFF545WJQ.bam	s3://encode-public/2017/03/16/a8ad67e3-af0c-4365-be1c-249601436754/ENCFF573NWZ.bam	ENCFF573NWZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF284FZH, ENCFF549HLL	ENCFF427ZIM, ENCFF445EHN, ENCFF807MUK	ENCSR541UPY	ENCSR776KLS	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF465TOC	ENCFF874QLK	hg19	https://www.encodeproject.org/files/ENCFF465TOC/@@download/ENCFF465TOC.bam	https://www.encodeproject.org/files/ENCFF874QLK/@@download/ENCFF874QLK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1772915695	2485636152	1_1	1_2	0.0	0.0	a95a284692d09c61079061de2040d131	e3e1ba4b0b0a90a013a5ee20b52e3b0b	s3://encode-public/2017/09/19/2f187d14-0d28-417b-a0d0-0d67dcb0c0dc/ENCFF465TOC.bam	s3://encode-public/2016/12/19/9fe0b9f2-3b09-46b4-8b24-3db8d6af514a/ENCFF874QLK.bam	ENCFF874QLK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002370	UBERON:0002370	thymus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF284FZH, ENCFF549HLL	ENCFF799IYC, ENCFF807MUK	ENCSR541UPY	ENCSR303IKJ	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF465TOC	ENCFF573NWZ	hg19	https://www.encodeproject.org/files/ENCFF465TOC/@@download/ENCFF465TOC.bam	https://www.encodeproject.org/files/ENCFF573NWZ/@@download/ENCFF573NWZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1772915695	1384668374	1_1	1_1	0.0	0.0	a95a284692d09c61079061de2040d131	98418bff63990f4cd65261fa24e912fa	s3://encode-public/2017/09/19/2f187d14-0d28-417b-a0d0-0d67dcb0c0dc/ENCFF465TOC.bam	s3://encode-public/2017/03/16/a8ad67e3-af0c-4365-be1c-249601436754/ENCFF573NWZ.bam	ENCFF573NWZ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	experiment not submitted to GEO	0.0	0.0	0.0	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:1001606	CL:1001606	foreskin keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF008PEH, ENCFF221EVR, ENCFF549HLL	ENCFF097WZJ, ENCFF807MUK, ENCFF995BBI	ENCSR724CND	ENCSR736ZEG	2013-07-31	2017-10-10	0.0	H3K27ac-human	released	released	ENCFF620RNH	ENCFF931ISK	hg19	https://www.encodeproject.org/files/ENCFF620RNH/@@download/ENCFF620RNH.bam	https://www.encodeproject.org/files/ENCFF931ISK/@@download/ENCFF931ISK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	formaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	101.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	GGR	0.0	0.0	0.0	0.0	single-ended	single-ended	2016589352	3757389335	1_1	1_1	0.0	0.0	a856d4f9c42e28ecb3775ac732ea5634	fa54c6fd8a7f7e5b8171e83c9f0f50ce	s3://encode-public/2017/10/03/5ba8dfa2-b065-4ad2-abc5-bfba8c0591a2/ENCFF620RNH.bam	s3://encode-public/2017/01/07/8d7c1708-f7ce-417b-a1a3-888402f451e7/ENCFF931ISK.bam	ENCFF931ISK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	experiment not submitted to GEO	0.0	0.0	0.0	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:1001606	CL:1001606	foreskin keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF008PEH, ENCFF221EVR, ENCFF549HLL	ENCFF587OAI, ENCFF807MUK, ENCFF918BDP	ENCSR724CND	ENCSR736ZEG	2013-07-31	2017-10-10	0.0	H3K27ac-human	released	released	ENCFF620RNH	ENCFF205YTD	hg19	https://www.encodeproject.org/files/ENCFF620RNH/@@download/ENCFF620RNH.bam	https://www.encodeproject.org/files/ENCFF205YTD/@@download/ENCFF205YTD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	formaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	101.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	GGR	0.0	0.0	0.0	0.0	single-ended	single-ended	2016589352	3979840192	1_1	2_1	0.0	0.0	a856d4f9c42e28ecb3775ac732ea5634	71049ac83047fb47961cf22ebc219503	s3://encode-public/2017/10/03/5ba8dfa2-b065-4ad2-abc5-bfba8c0591a2/ENCFF620RNH.bam	s3://encode-public/2017/01/07/8d40fd50-2fc8-4ddb-a570-35d2db4ac1ac/ENCFF205YTD.bam	ENCFF205YTD
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	experiment not submitted to GEO	0.0	0.0	0.0	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:1001606	CL:1001606	foreskin keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF440YFN, ENCFF549HLL, ENCFF697FAU	ENCFF097WZJ, ENCFF807MUK, ENCFF995BBI	ENCSR724CND	ENCSR736ZEG	2013-07-31	2017-10-10	0.0	H3K27ac-human	released	released	ENCFF174FMO	ENCFF931ISK	hg19	https://www.encodeproject.org/files/ENCFF174FMO/@@download/ENCFF174FMO.bam	https://www.encodeproject.org/files/ENCFF931ISK/@@download/ENCFF931ISK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	formaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	101.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	GGR	0.0	0.0	0.0	0.0	single-ended	single-ended	1714707324	3757389335	1_2	1_1	0.0	0.0	6612b497bc32b3199ac98b24cde10aef	fa54c6fd8a7f7e5b8171e83c9f0f50ce	s3://encode-public/2017/10/03/e99fee4e-e7fe-4182-b594-b3bed4c38eb4/ENCFF174FMO.bam	s3://encode-public/2017/01/07/8d7c1708-f7ce-417b-a1a3-888402f451e7/ENCFF931ISK.bam	ENCFF931ISK
