File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF971QTK	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1	36		single-ended					723357886	Zhiping Weng, UMass	0d8d9dd31f37d358af5c269aa5f47509	SRA:SRR066343	https://www.encodeproject.org/files/ENCFF971QTK/@@download/ENCFF971QTK.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/12/bd0f1845-5b2e-4c42-95fc-f19df9896cd2/ENCFF971QTK.fastq.gz			
ENCFF941LIC	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					967498971	Zhiping Weng, UMass	70590725c612685207f274445ba5450c	SRA:SRR203403	https://www.encodeproject.org/files/ENCFF941LIC/@@download/ENCFF941LIC.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/592cb358-4187-4d72-aa0e-5920683664fe/ENCFF941LIC.fastq.gz			
ENCFF694ONM	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					957266030	Zhiping Weng, UMass	723906ffb9adb05b5bf55a1d01f108f0	SRA:SRR203408	https://www.encodeproject.org/files/ENCFF694ONM/@@download/ENCFF694ONM.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/8e17400b-f73b-46aa-9354-8396b0755c83/ENCFF694ONM.fastq.gz			
ENCFF510VCD	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					673034538	Zhiping Weng, UMass	3d2e9d2c787e05c2e9b20f56bab6011a	SRA:SRR203400, SRA:SRR066153	https://www.encodeproject.org/files/ENCFF510VCD/@@download/ENCFF510VCD.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/6bc2a66c-c2bd-4576-9231-1b1e0a94597b/ENCFF510VCD.fastq.gz			
ENCFF872SIK	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					981463694	Zhiping Weng, UMass	71c9255577d21dd256a334601ebdc0e6	SRA:SRR203402	https://www.encodeproject.org/files/ENCFF872SIK/@@download/ENCFF872SIK.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/d4f39dfa-f1d8-4449-be48-33a24bbb5ffa/ENCFF872SIK.fastq.gz			
ENCFF476FKP	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1092078723	Zhiping Weng, UMass	b3863c12ab4be26867bf11115890859a	SRA:SRR203406	https://www.encodeproject.org/files/ENCFF476FKP/@@download/ENCFF476FKP.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/0fcc0547-cfd0-4829-add2-b42b921bc8e6/ENCFF476FKP.fastq.gz			
ENCFF969IVZ	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1083335040	Zhiping Weng, UMass	356c257b54885569356770f162fdddf3	SRA:SRR203404	https://www.encodeproject.org/files/ENCFF969IVZ/@@download/ENCFF969IVZ.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/3ccd7cd9-fc3d-41b6-bfcc-906ea23ccea9/ENCFF969IVZ.fastq.gz			
ENCFF689VMQ	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1090080919	Zhiping Weng, UMass	ed0bffb2c38b5b7d20bb29c731280844	SRA:SRR203405	https://www.encodeproject.org/files/ENCFF689VMQ/@@download/ENCFF689VMQ.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/3e8a6790-2117-4afd-a34b-00d14444b11c/ENCFF689VMQ.fastq.gz			
ENCFF722ANN	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1078327745	Zhiping Weng, UMass	7758b6621b6c96d142fcb18d9859a299	SRA:SRR203407	https://www.encodeproject.org/files/ENCFF722ANN/@@download/ENCFF722ANN.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/2c2919ab-123a-4fe0-be16-80147b600d2c/ENCFF722ANN.fastq.gz			
ENCFF418LUV	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					942914321	Zhiping Weng, UMass	cacbd377b797ab6f82aa1cbb1de103a3	SRA:SRR203409	https://www.encodeproject.org/files/ENCFF418LUV/@@download/ENCFF418LUV.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/2f1060dd-fa73-415b-8218-c601c064cffa/ENCFF418LUV.fastq.gz			
ENCFF193NEG	fastq	fastq		reads		ENCSR649KBB	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					582261137	Zhiping Weng, UMass	d9d277b73b291d4dd72087dc38f0a5f6	SRA:SRR203401, SRA:SRR066154	https://www.encodeproject.org/files/ENCFF193NEG/@@download/ENCFF193NEG.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/11/16/f74af3cc-ea87-4faa-b5d4-7c4103c21769/ENCFF193NEG.fastq.gz			
ENCFF953QYX	fastq	fastq		reads		ENCSR060BFU	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					836208759	Zhiping Weng, UMass	3ca8d99be146014a7e43a2041a5e3991	SRA:SRR066162	https://www.encodeproject.org/files/ENCFF953QYX/@@download/ENCFF953QYX.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/11/e12211dd-35bc-4597-bb34-40c36b8b479d/ENCFF953QYX.fastq.gz	low read depth		
ENCFF627NJR	fastq	fastq		reads		ENCSR060BFU	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					875855640	Zhiping Weng, UMass	d77cddece89523063dff2a0ed6cb581b	SRA:SRR066161	https://www.encodeproject.org/files/ENCFF627NJR/@@download/ENCFF627NJR.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/12/569cf459-dbd6-472d-b42c-17b544fdc18c/ENCFF627NJR.fastq.gz	low read depth		
ENCFF972GUR	fastq	fastq		reads		ENCSR060BFU	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					631383027	Zhiping Weng, UMass	8b2893c4bb934ccece6c71af3595daf4	SRA:SRR066160	https://www.encodeproject.org/files/ENCFF972GUR/@@download/ENCFF972GUR.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/12/6b0a3a8b-72b4-4708-a04e-6f6070520db4/ENCFF972GUR.fastq.gz	low read depth		
ENCFF118UOB	fastq	fastq		reads		ENCSR014FPY	DNase-seq	EFO:0007097	iPS DF 4.7	cell line	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1	36		single-ended					1155653186	Zhiping Weng, UMass	faa58868247b4a0915185ee05479e8f5	SRA:SRR097548	https://www.encodeproject.org/files/ENCFF118UOB/@@download/ENCFF118UOB.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/11/3c04b724-4a68-4f20-abf6-08b09d5d4ca3/ENCFF118UOB.fastq.gz	low read depth, low spot score		extremely low read depth
ENCFF000SOT	fastq	fastq		reads		ENCSR000EJP	DNase-seq	EFO:0003045	H9	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1	20		single-ended					414568228	Gregory Crawford, Duke	773698b09c1ba904e95586bf836dc28a		https://www.encodeproject.org/files/ENCFF000SOT/@@download/ENCFF000SOT.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/b90f80e9-e8aa-4ade-bf0a-6634641f9838/ENCFF000SOT.fastq.gz	low spot score	insufficient read length	extremely low spot score
ENCFF000SOZ	fastq	fastq		reads		ENCSR000EJP	DNase-seq	EFO:0003045	H9	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_2	20		single-ended					1381387274	Gregory Crawford, Duke	fc5ca90c863c8ada1922bdadda861938		https://www.encodeproject.org/files/ENCFF000SOZ/@@download/ENCFF000SOZ.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/07829992-0e87-4592-8643-5892ee5b498c/ENCFF000SOZ.fastq.gz	low spot score	insufficient read length	extremely low spot score
ENCFF964HSE	fastq	fastq		reads		ENCSR666YVE	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					541689707	Zhiping Weng, UMass	e58681f9e28e9b1eaf219db02c1ac0b1	SRA:SRR352610	https://www.encodeproject.org/files/ENCFF964HSE/@@download/ENCFF964HSE.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/747ed591-c28e-4820-b5fa-ee572d4a0172/ENCFF964HSE.fastq.gz	low read depth, low spot score		
ENCFF532NDD	fastq	fastq		reads		ENCSR666YVE	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1056863549	Zhiping Weng, UMass	8e975d168bf7e27295a969de0aa499ee	SRA:SRR352611	https://www.encodeproject.org/files/ENCFF532NDD/@@download/ENCFF532NDD.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/f7cd73b7-ebdb-419a-b374-0b6ab7484c6c/ENCFF532NDD.fastq.gz	low read depth, low spot score		
ENCFF568EUW	fastq	fastq		reads		ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					107674293	Zhiping Weng, UMass	7de8e33d026a1a6561d79bec86d1990f	SRA:SRR327537	https://www.encodeproject.org/files/ENCFF568EUW/@@download/ENCFF568EUW.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/20/af3904dd-0a1c-46c4-83a2-2127a2c79358/ENCFF568EUW.fastq.gz	low read depth, low spot score		
ENCFF779WIH	fastq	fastq		reads		ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					306391585	Zhiping Weng, UMass	d26daa47f874510c4702cdb7059f2c7f	SRA:SRR327539	https://www.encodeproject.org/files/ENCFF779WIH/@@download/ENCFF779WIH.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/20/a94fa640-2973-4279-b3d7-2ae0bb3de094/ENCFF779WIH.fastq.gz	low read depth, low spot score		
ENCFF287NFY	fastq	fastq		reads		ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3	36		single-ended					604721393	Zhiping Weng, UMass	0062b78d3daae8612b7574f93acc1a3e	SRA:SRR327538	https://www.encodeproject.org/files/ENCFF287NFY/@@download/ENCFF287NFY.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/20/fa8ed448-3534-400e-9714-32c4dab9ee04/ENCFF287NFY.fastq.gz	low read depth, low spot score		
ENCFF963VXJ	fastq	fastq		reads		ENCSR774RCO	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1	36		single-ended					1524760921	John Stamatoyannopoulos, UW	e0036a91542c49084e15427fd73d556a	SRA:SRR787396, SRA:SRR609586	https://www.encodeproject.org/files/ENCFF963VXJ/@@download/ENCFF963VXJ.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2017/08/11/a82bea80-32c8-432b-b0c7-fc9128695d94/ENCFF963VXJ.fastq.gz			
ENCFF284QQA	fastq	fastq		reads		ENCSR774RCO	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1	36		single-ended					161153004	John Stamatoyannopoulos, UW	1ed08813baf2221bf86eaa5309a0186d	SRA:SRR609585, SRA:SRR787393	https://www.encodeproject.org/files/ENCFF284QQA/@@download/ENCFF284QQA.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2017/08/11/09d08627-f735-408c-b97d-b5b500cfc145/ENCFF284QQA.fastq.gz			
ENCFF189ITP	fastq	fastq		reads		ENCSR774RCO	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		paired-ended	1	/files/ENCFF568VKQ/			7742867015	John Stamatoyannopoulos, UW	45fdbbad5e05c603de8b835e5c24e4c7	SRA:SRR787394	https://www.encodeproject.org/files/ENCFF189ITP/@@download/ENCFF189ITP.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2017/08/11/8a378efa-f7e0-4ccc-89d7-c89b567e94e4/ENCFF189ITP.fastq.gz			
ENCFF568VKQ	fastq	fastq		reads		ENCSR774RCO	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		paired-ended	2	/files/ENCFF189ITP/			8016468641	John Stamatoyannopoulos, UW	a76db3d414ece9eb54a9dd2be68ccf0f	SRA:SRR787395	https://www.encodeproject.org/files/ENCFF568VKQ/@@download/ENCFF568VKQ.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2017/08/11/a77c294a-5f89-43e7-aae5-4cba1f093f95/ENCFF568VKQ.fastq.gz			
ENCFF541ZNP	fastq	fastq		reads		ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					166304243	Zhiping Weng, UMass	d6518b75118dd1134621471b467b95bf	SRA:SRR171505	https://www.encodeproject.org/files/ENCFF541ZNP/@@download/ENCFF541ZNP.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/26/f5a2d3bb-4c13-4b1a-aa24-57bf5f07f2b7/ENCFF541ZNP.fastq.gz	low read depth		
ENCFF431JPD	fastq	fastq		reads		ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					958943613	Zhiping Weng, UMass	83739e5004de8695810802b71a581a2c	SRA:SRR171506	https://www.encodeproject.org/files/ENCFF431JPD/@@download/ENCFF431JPD.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/26/76d126a2-9b13-4c10-be24-f48d407b5c2a/ENCFF431JPD.fastq.gz	low read depth		
ENCFF874CGL	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					363687018	Zhiping Weng, UMass	33f5035661de939d85061b70199b6d24	SRA:SRR352679	https://www.encodeproject.org/files/ENCFF874CGL/@@download/ENCFF874CGL.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/76fc09e1-229e-4862-b804-99ed3035c7dc/ENCFF874CGL.fastq.gz	low read depth		
ENCFF584SLG	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					964927	Zhiping Weng, UMass	34943fd44752830cfb997c164c0f7a57	SRA:SRR352685	https://www.encodeproject.org/files/ENCFF584SLG/@@download/ENCFF584SLG.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/3fa59f40-071d-4c5f-8ae5-8330edb46fa6/ENCFF584SLG.fastq.gz	low read depth		
ENCFF954SPU	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					154737530	Zhiping Weng, UMass	4ffa236ff41d977c7beb02b03ceed816	SRA:SRR352682	https://www.encodeproject.org/files/ENCFF954SPU/@@download/ENCFF954SPU.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/14a8112a-03bd-4db7-b7cf-4e912d6e1ab0/ENCFF954SPU.fastq.gz	low read depth		
ENCFF155MWH	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					143775934	Zhiping Weng, UMass	0dcab26fb71677ee3f9c71cc430a4ab3	SRA:SRR352684	https://www.encodeproject.org/files/ENCFF155MWH/@@download/ENCFF155MWH.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/eae9240a-7da0-4203-91d8-7bba7774c869/ENCFF155MWH.fastq.gz	low read depth		
ENCFF083MLN	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					143523932	Zhiping Weng, UMass	26f8e490f4f4a252489e0322df7c1dab	SRA:SRR352683	https://www.encodeproject.org/files/ENCFF083MLN/@@download/ENCFF083MLN.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/d2e91e68-e7e4-4640-b432-4a46a712242e/ENCFF083MLN.fastq.gz	low read depth		
ENCFF785JRW	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					603493505	Zhiping Weng, UMass	802c4d95a9b6cf910070896c152efd8c	SRA:SRR352678	https://www.encodeproject.org/files/ENCFF785JRW/@@download/ENCFF785JRW.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/3495802c-0b21-4b82-b9d2-d1ef031286b5/ENCFF785JRW.fastq.gz	low read depth		
ENCFF417LLB	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					154219460	Zhiping Weng, UMass	23bba51dc0d79e1f7fd708c2069646d3	SRA:SRR352680	https://www.encodeproject.org/files/ENCFF417LLB/@@download/ENCFF417LLB.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/f082df71-1b72-40d5-9f77-6575904edf5e/ENCFF417LLB.fastq.gz	low read depth		
ENCFF991TVK	fastq	fastq		reads		ENCSR928SYE	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_8	36		single-ended					154767386	Zhiping Weng, UMass	71b75ae90f4ecc21a5cfa3e4c1b3523e	SRA:SRR352681	https://www.encodeproject.org/files/ENCFF991TVK/@@download/ENCFF991TVK.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/2035ca96-90a8-4ee3-92a3-4426db06eafd/ENCFF991TVK.fastq.gz	low read depth		
ENCFF304FRB	fastq	fastq		reads		ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1327615744	Zhiping Weng, UMass	5c64e900c0b75e1bdbafd420fdebc892	SRA:SRR171532	https://www.encodeproject.org/files/ENCFF304FRB/@@download/ENCFF304FRB.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/26/ae93db2a-7a31-4ab3-a5f4-7ede5b5058ec/ENCFF304FRB.fastq.gz	low read depth, low spot score		
ENCFF544DEN	fastq	fastq		reads		ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					205945633	Zhiping Weng, UMass	3455cfb8dd428edd21c4dfa7420d5276	SRA:SRR171533	https://www.encodeproject.org/files/ENCFF544DEN/@@download/ENCFF544DEN.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2016/10/26/44ff7920-7755-405a-85c4-5e616fe2bed3/ENCFF544DEN.fastq.gz	low read depth, low spot score		
ENCFF074HXT	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_1	36		paired-ended	1	/files/ENCFF595EEL/			345032684	John Stamatoyannopoulos, UW	c21ea4ccc8de9bfd87096e22331dc956		https://www.encodeproject.org/files/ENCFF074HXT/@@download/ENCFF074HXT.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/e8fdc3a1-2e0c-4da5-acc7-ed5646f64c37/ENCFF074HXT.fastq.gz	low spot score		
ENCFF384KDB	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_1	36		paired-ended	1	/files/ENCFF168FJK/			1245968108	John Stamatoyannopoulos, UW	392f8b1d59e5132423c93fd1359e9e50		https://www.encodeproject.org/files/ENCFF384KDB/@@download/ENCFF384KDB.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/468b5d12-f218-40d6-a0db-b26232047389/ENCFF384KDB.fastq.gz	low spot score		
ENCFF683KYP	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_2	36		paired-ended	1	/files/ENCFF309IBQ/			834537710	John Stamatoyannopoulos, UW	378c0c3dfecfd95cd9ddf3466ad8bb46		https://www.encodeproject.org/files/ENCFF683KYP/@@download/ENCFF683KYP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/a758aaf6-060f-4aa7-9c95-5e09b4e86310/ENCFF683KYP.fastq.gz	low spot score		
ENCFF650PNP	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_2	36		paired-ended	1	/files/ENCFF034FGE/			1760312781	John Stamatoyannopoulos, UW	b46b028c8d7da75840cc0d8525cb3d42		https://www.encodeproject.org/files/ENCFF650PNP/@@download/ENCFF650PNP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/35577736-763c-4bd5-b111-c9873f9cee4d/ENCFF650PNP.fastq.gz	low spot score		
ENCFF034FGE	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_2	36		paired-ended	2	/files/ENCFF650PNP/			1871658738	John Stamatoyannopoulos, UW	b8b0d97c9cdccae94463b94a7d0f5de4		https://www.encodeproject.org/files/ENCFF034FGE/@@download/ENCFF034FGE.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/30f85eda-9996-4f04-998f-41c99bfb9a5d/ENCFF034FGE.fastq.gz	low spot score		
ENCFF309IBQ	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_2	36		paired-ended	2	/files/ENCFF683KYP/			895474788	John Stamatoyannopoulos, UW	641251b517fc34d18982638d4ecf4fdb		https://www.encodeproject.org/files/ENCFF309IBQ/@@download/ENCFF309IBQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/e4c921a4-f6ab-464f-8540-6055302f131b/ENCFF309IBQ.fastq.gz	low spot score		
ENCFF168FJK	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_1	36		paired-ended	2	/files/ENCFF384KDB/			1336696844	John Stamatoyannopoulos, UW	cb81232c8686f54f56478cdb02d82fb2		https://www.encodeproject.org/files/ENCFF168FJK/@@download/ENCFF168FJK.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/cef93a98-48cc-4d96-ab0e-fb7ecb49e631/ENCFF168FJK.fastq.gz	low spot score		
ENCFF595EEL	fastq	fastq		reads		ENCSR988YKR	DNase-seq	CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens											DNA						2018-05-09	ENCODE				1	1_1	36		paired-ended	2	/files/ENCFF074HXT/			373806273	John Stamatoyannopoulos, UW	f1fc967d5d7f65b3ffc8253ab0de07c3		https://www.encodeproject.org/files/ENCFF595EEL/@@download/ENCFF595EEL.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/09/29/a29fc094-0fe6-4bce-a83f-eba7aaf78e97/ENCFF595EEL.fastq.gz	low spot score		
ENCFF159XPF	fastq	fastq		reads		ENCSR588JXI	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					577708141	Zhiping Weng, UMass	9bcee997c8e66fb8d8c53d3083c507d1	SRA:SRR352614	https://www.encodeproject.org/files/ENCFF159XPF/@@download/ENCFF159XPF.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/20/67e89b3d-2fb3-43ec-9f45-0ce961e37f01/ENCFF159XPF.fastq.gz	low read depth, low spot score		
ENCFF711KKQ	fastq	fastq		reads		ENCSR588JXI	DNase-seq	UBERON:0018117	left renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2	36		single-ended					1133266156	Zhiping Weng, UMass	37e5304973a19cdc8e38f1ddb1272910	SRA:SRR352615	https://www.encodeproject.org/files/ENCFF711KKQ/@@download/ENCFF711KKQ.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/21/e26c59cb-2da0-40bb-9656-051110724103/ENCFF711KKQ.fastq.gz	low read depth, low spot score		
ENCFF498RZA	fastq	fastq		reads		ENCSR575VMI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2016-05-09	ENCODE				1	1_1	36		paired-ended	1	/files/ENCFF772DZT/			118434033	John Stamatoyannopoulos, UW	ab6afb234763e7114026b594687dc8ee	SRA:SRR5048580	https://www.encodeproject.org/files/ENCFF498RZA/@@download/ENCFF498RZA.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2015/10/01/935c1a07-95cc-4750-b283-49075e2172d1/ENCFF498RZA.fastq.gz	low spot score		extremely low spot score
