numerical_id	unique_id	treatment_id	Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample age_Accessibility	Biosample age_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample stage	Biosample summary_Accessibility	Biosample summary_H3K27ac	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Index of_Accessibility	Index of_H3K27ac	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
ID_783	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	54 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_male_adult_(37_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF348SPK/, /files/ENCFF795OIM/, /files/ENCFF408OFZ/, /files/ENCFF221YCW/	/files/ENCFF239FZM/, /files/ENCFF394NHL/, /files/ENCFF643CGH/, /files/ENCFF481NMX/, /files/ENCFF175WPU/	ENCSR455GUW	ENCSR440PMP	2019-11-08	2019-08-01	0.0	H3K27ac-human	released	released	ENCFF565WWD	ENCFF565WWD	ENCFF023RDA	ENCFF023RDA	GRCh38	https://www.encodeproject.org/files/ENCFF565WWD/@@download/ENCFF565WWD.bam	https://www.encodeproject.org/files/ENCFF023RDA/@@download/ENCFF023RDA.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	4448866215	3279566774	1_1	1_1, 1_2	0.0	0.0	e4ff1128f699711b3206cbdd98573993	2cc02dd31faf9071e4b4de339c814629	s3://encode-public/2019/09/10/46e6861f-1143-4032-b56d-a79ac48579a9/ENCFF565WWD.bam	s3://encode-public/2019/06/12/fb3df9be-7d60-490f-9b9f-05228ca92452/ENCFF023RDA.bam
ID_784	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	54 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_male_adult_(54_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF643CGH/, /files/ENCFF871OUX/, /files/ENCFF400HWQ/, /files/ENCFF096DGK/, /files/ENCFF733MLR/	ENCSR455GUW	ENCSR758KRK	2019-11-08	2019-02-12	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF057FBB	ENCFF057FBB	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF057FBB/@@download/ENCFF057FBB.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	2975612705	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	f3b6e95904073669aa3a0ef87b380d2b	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2019/02/09/a51290e9-6ac0-41bc-b881-3900d3cb659c/ENCFF057FBB.bam
ID_785	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	54 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_male_adult_(54_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF733MLR/, /files/ENCFF096DGK/, /files/ENCFF871OUX/, /files/ENCFF110MCL/, /files/ENCFF400HWQ/	ENCSR455GUW	ENCSR758KRK	2019-11-08	2019-02-12	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF705UNY	ENCFF705UNY	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF705UNY/@@download/ENCFF705UNY.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	2974475869	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	a71d502c04c3bcc4d6186e00f0bce22e	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2020/09/23/119b2e6f-448b-4282-8fa1-0aa0fc84e47c/ENCFF705UNY.bam
ID_786	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_female_adult_(51_years)_51 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	severe bottlenecking	low read depth, low spot score	moderate library complexity	1	1	54 years	51 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_female_adult_(51_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF932HFC/, /files/ENCFF110MCL/, /files/ENCFF199HWV/, /files/ENCFF015FDL/, /files/ENCFF305CFK/	ENCSR455GUW	ENCSR249IKQ	2019-11-08	2019-08-09	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF507VVN	ENCFF507VVN	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF507VVN/@@download/ENCFF507VVN.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	1726333068	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	e94d63b6ccc32d63662429ed575bbfb0	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2020/09/23/7bff1583-e53d-45b0-9d67-96152c1613ac/ENCFF507VVN.bam
ID_787	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_female_adult_(51_years)_51 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	severe bottlenecking	low read depth, low spot score	moderate library complexity	1	1	54 years	51 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_female_adult_(51_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF932HFC/, /files/ENCFF199HWV/, /files/ENCFF643CGH/, /files/ENCFF305CFK/, /files/ENCFF015FDL/	ENCSR455GUW	ENCSR249IKQ	2019-11-08	2019-08-09	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF940KYL	ENCFF940KYL	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF940KYL/@@download/ENCFF940KYL.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	1932292847	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	3392e3cdb6af5746e3b7ed19b3c00e39	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2019/07/24/3fc482fc-a0e0-4e66-92c3-92254f0dc916/ENCFF940KYL.bam
ID_788	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	54 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_male_adult_(37_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF175WPU/, /files/ENCFF394NHL/, /files/ENCFF239FZM/, /files/ENCFF481NMX/, /files/ENCFF110MCL/	ENCSR455GUW	ENCSR440PMP	2019-11-08	2019-08-01	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF585RAU	ENCFF585RAU	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF585RAU/@@download/ENCFF585RAU.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	3261674939	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	91527026773b0112aab0119333aa918a	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2020/09/22/4e210a30-cc80-466b-84cc-961eaee56ac0/ENCFF585RAU.bam
ID_789	Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1_Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low read depth, low spot score	0.0	1	1	54 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(54_years)	Peyer's_patch_tissue_male_adult_(37_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF221YCW/, /files/ENCFF884HOA/, /files/ENCFF408OFZ/, /files/ENCFF795OIM/, /files/ENCFF348SPK/	/files/ENCFF239FZM/, /files/ENCFF394NHL/, /files/ENCFF643CGH/, /files/ENCFF481NMX/, /files/ENCFF175WPU/	ENCSR455GUW	ENCSR440PMP	2019-11-08	2019-08-01	0.0	H3K27ac-human	released	released	ENCFF666PVT	ENCFF666PVT	ENCFF023RDA	ENCFF023RDA	GRCh38	https://www.encodeproject.org/files/ENCFF666PVT/@@download/ENCFF666PVT.bam	https://www.encodeproject.org/files/ENCFF023RDA/@@download/ENCFF023RDA.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	5700808096	3279566774	1_1	1_1, 1_2	0.0	0.0	61e071e2a9e4b4e055d55f9db56f1667	2cc02dd31faf9071e4b4de339c814629	s3://encode-public/2020/10/06/384f68e5-3f86-4f28-8d53-b8b3ecea1f97/ENCFF666PVT.bam	s3://encode-public/2019/06/12/fb3df9be-7d60-490f-9b9f-05228ca92452/ENCFF023RDA.bam
ID_790	Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1_Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	1	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(37_years)	Peyer's_patch_tissue_male_adult_(54_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF278OPI/, /files/ENCFF884HOA/, /files/ENCFF953CJL/, /files/ENCFF367RJC/, /files/ENCFF024STG/	/files/ENCFF643CGH/, /files/ENCFF871OUX/, /files/ENCFF400HWQ/, /files/ENCFF096DGK/, /files/ENCFF733MLR/	ENCSR954AJK	ENCSR758KRK	2017-10-02	2019-02-12	0.0	H3K27ac-human	released	released	ENCFF186GCD	ENCFF186GCD	ENCFF057FBB	ENCFF057FBB	GRCh38	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam	https://www.encodeproject.org/files/ENCFF057FBB/@@download/ENCFF057FBB.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11852638920	2975612705	1_1	1_1, 1_2	0.0	0.0	bc32045fae1073a0c5e9abee30e4882b	f3b6e95904073669aa3a0ef87b380d2b	s3://encode-public/2020/09/19/8f1d37eb-7c8a-486a-b8bb-62af1c4b0e97/ENCFF186GCD.bam	s3://encode-public/2019/02/09/a51290e9-6ac0-41bc-b881-3900d3cb659c/ENCFF057FBB.bam
ID_791	Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1_Peyer's_patch_tissue_male_adult_(54_years)_54 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	1	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(37_years)	Peyer's_patch_tissue_male_adult_(54_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF278OPI/, /files/ENCFF884HOA/, /files/ENCFF953CJL/, /files/ENCFF367RJC/, /files/ENCFF024STG/	/files/ENCFF733MLR/, /files/ENCFF096DGK/, /files/ENCFF871OUX/, /files/ENCFF110MCL/, /files/ENCFF400HWQ/	ENCSR954AJK	ENCSR758KRK	2017-10-02	2019-02-12	0.0	H3K27ac-human	released	released	ENCFF186GCD	ENCFF186GCD	ENCFF705UNY	ENCFF705UNY	GRCh38	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam	https://www.encodeproject.org/files/ENCFF705UNY/@@download/ENCFF705UNY.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11852638920	2974475869	1_1	1_1, 1_2	0.0	0.0	bc32045fae1073a0c5e9abee30e4882b	a71d502c04c3bcc4d6186e00f0bce22e	s3://encode-public/2020/09/19/8f1d37eb-7c8a-486a-b8bb-62af1c4b0e97/ENCFF186GCD.bam	s3://encode-public/2020/09/23/119b2e6f-448b-4282-8fa1-0aa0fc84e47c/ENCFF705UNY.bam
ID_792	Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1_Peyer's_patch_tissue_female_adult_(51_years)_51 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	severe bottlenecking	0.0	moderate library complexity	1	1	37 years	51 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(37_years)	Peyer's_patch_tissue_female_adult_(51_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF278OPI/, /files/ENCFF884HOA/, /files/ENCFF953CJL/, /files/ENCFF367RJC/, /files/ENCFF024STG/	/files/ENCFF932HFC/, /files/ENCFF110MCL/, /files/ENCFF199HWV/, /files/ENCFF015FDL/, /files/ENCFF305CFK/	ENCSR954AJK	ENCSR249IKQ	2017-10-02	2019-08-09	0.0	H3K27ac-human	released	released	ENCFF186GCD	ENCFF186GCD	ENCFF507VVN	ENCFF507VVN	GRCh38	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam	https://www.encodeproject.org/files/ENCFF507VVN/@@download/ENCFF507VVN.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11852638920	1726333068	1_1	1_1, 1_2	0.0	0.0	bc32045fae1073a0c5e9abee30e4882b	e94d63b6ccc32d63662429ed575bbfb0	s3://encode-public/2020/09/19/8f1d37eb-7c8a-486a-b8bb-62af1c4b0e97/ENCFF186GCD.bam	s3://encode-public/2020/09/23/7bff1583-e53d-45b0-9d67-96152c1613ac/ENCFF507VVN.bam
ID_793	Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1_Peyer's_patch_tissue_female_adult_(51_years)_51 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	severe bottlenecking	0.0	moderate library complexity	1	1	37 years	51 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(37_years)	Peyer's_patch_tissue_female_adult_(51_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF278OPI/, /files/ENCFF884HOA/, /files/ENCFF953CJL/, /files/ENCFF367RJC/, /files/ENCFF024STG/	/files/ENCFF932HFC/, /files/ENCFF199HWV/, /files/ENCFF643CGH/, /files/ENCFF305CFK/, /files/ENCFF015FDL/	ENCSR954AJK	ENCSR249IKQ	2017-10-02	2019-08-09	0.0	H3K27ac-human	released	released	ENCFF186GCD	ENCFF186GCD	ENCFF940KYL	ENCFF940KYL	GRCh38	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam	https://www.encodeproject.org/files/ENCFF940KYL/@@download/ENCFF940KYL.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11852638920	1932292847	1_1	1_1, 1_2	0.0	0.0	bc32045fae1073a0c5e9abee30e4882b	3392e3cdb6af5746e3b7ed19b3c00e39	s3://encode-public/2020/09/19/8f1d37eb-7c8a-486a-b8bb-62af1c4b0e97/ENCFF186GCD.bam	s3://encode-public/2019/07/24/3fc482fc-a0e0-4e66-92c3-92254f0dc916/ENCFF940KYL.bam
ID_794	Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1_Peyer's_patch_tissue_male_adult_(37_years)_37 years_1_1, 1_2	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	1	37 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	Peyer's_patch_tissue_male_adult_(37_years)	Peyer's_patch_tissue_male_adult_(37_years)	UBERON:0001211	UBERON:0001211	Peyer's patch	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF278OPI/, /files/ENCFF884HOA/, /files/ENCFF953CJL/, /files/ENCFF367RJC/, /files/ENCFF024STG/	/files/ENCFF175WPU/, /files/ENCFF394NHL/, /files/ENCFF239FZM/, /files/ENCFF481NMX/, /files/ENCFF110MCL/	ENCSR954AJK	ENCSR440PMP	2017-10-02	2019-08-01	0.0	H3K27ac-human	released	released	ENCFF186GCD	ENCFF186GCD	ENCFF585RAU	ENCFF585RAU	GRCh38	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam	https://www.encodeproject.org/files/ENCFF585RAU/@@download/ENCFF585RAU.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11852638920	3261674939	1_1	1_1, 1_2	0.0	0.0	bc32045fae1073a0c5e9abee30e4882b	91527026773b0112aab0119333aa918a	s3://encode-public/2020/09/19/8f1d37eb-7c8a-486a-b8bb-62af1c4b0e97/ENCFF186GCD.bam	s3://encode-public/2020/09/22/4e210a30-cc80-466b-84cc-961eaee56ac0/ENCFF585RAU.bam
