Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample stage_Accessibility	Biosample stage_H3K27ac	Biosample summary	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read length, control low read depth, low read depth	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	spinal cord	UBERON:0002240	UBERON:0002240	spinal cord	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF222EIH, ENCFF549HLL, ENCFF854UHG	ENCFF183MZS, ENCFF306ZIT, ENCFF807MUK	ENCSR148MFM	ENCSR209QGZ	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF640BEI	ENCFF640BEI_pooled	ENCFF701FTO	ENCFF701FTO	hg19	https://www.encodeproject.org/files/ENCFF640BEI/@@download/ENCFF640BEI.bam	https://www.encodeproject.org/files/ENCFF701FTO/@@download/ENCFF701FTO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2101693521	1070935904	1_2	1_2	0.0	0.0	036fb2e9aa138cfba4db5198d38bfa53	a7a9e541120c1980775f53b0b3dfa9f6	s3://encode-public/2017/09/19/4634c028-57b8-4ae4-8655-c011193845c1/ENCFF640BEI.bam	s3://encode-public/2016/12/19/f6c63c42-e00e-44b7-8276-590cb4160900/ENCFF701FTO.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	large intestine	UBERON:0000059	UBERON:0000059	large intestine	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF122XCL, ENCFF271BCH, ENCFF549HLL	ENCFF489OZL, ENCFF807MUK, ENCFF836QYL	ENCSR796SJV	ENCSR659RHV	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF482DCE	ENCFF482DCE_pooled	ENCFF744EGF	ENCFF744EGF	hg19	https://www.encodeproject.org/files/ENCFF482DCE/@@download/ENCFF482DCE.bam	https://www.encodeproject.org/files/ENCFF744EGF/@@download/ENCFF744EGF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	3832109836	1690243137	1_2	1_2	0.0	0.0	fa8faa593a4444c8a4b0e2285e7a2561	6333e5d9085905317b663bd2c495642b	s3://encode-public/2017/09/19/1836a7bf-a6e1-4940-8c87-9e98151ffe90/ENCFF482DCE.bam	s3://encode-public/2016/12/19/b1e15ffe-b8e0-4ae5-9ec3-75bb74432d29/ENCFF744EGF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	muscle of trunk	UBERON:0001774	UBERON:0001774	muscle of trunk	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF178YPM, ENCFF549HLL, ENCFF626NMJ, ENCFF696BJV, ENCFF702ERL, ENCFF960FLE	ENCFF125KNQ, ENCFF394NCY, ENCFF807MUK	ENCSR411MGY	ENCSR775FTU	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF593JQF	ENCFF593JQF_pooled	ENCFF252YHG	ENCFF252YHG	hg19	https://www.encodeproject.org/files/ENCFF593JQF/@@download/ENCFF593JQF.bam	https://www.encodeproject.org/files/ENCFF252YHG/@@download/ENCFF252YHG.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2670576825	971600309	1_5	1_2	0.0	0.0	e2b413245e19ac3be28f2247aae30ffd	9ccdad60c81f99fc9e0951749c622ce0	s3://encode-public/2017/09/19/b3ebdc4e-9780-488a-83e8-ffca672bc43e/ENCFF593JQF.bam	s3://encode-public/2016/12/19/ea44602f-a58f-4624-b381-6f4d1772afeb/ENCFF252YHG.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read length, control low read depth	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	muscle of leg	UBERON:0001383	UBERON:0001383	muscle of leg	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF101OMS, ENCFF175SLR, ENCFF241GTO, ENCFF269DFT, ENCFF481YWO, ENCFF505FYZ, ENCFF535RGT, ENCFF549HLL, ENCFF786MHH, ENCFF792OYK, ENCFF916CUH	ENCFF051WCS, ENCFF661ZQK, ENCFF807MUK	ENCSR297ORG	ENCSR687ZCM	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF704SJJ	ENCFF704SJJ_pooled	ENCFF733FEZ	ENCFF733FEZ	hg19	https://www.encodeproject.org/files/ENCFF704SJJ/@@download/ENCFF704SJJ.bam	https://www.encodeproject.org/files/ENCFF733FEZ/@@download/ENCFF733FEZ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2797195004	1788546768	1_10	1_2	0.0	0.0	dd1127937e99bbf64ce9511b64b1f9aa	f0be36dacc7b503887b06f9c452a26b6	s3://encode-public/2017/09/19/8f080372-4dec-4429-af38-a7ce3cc60ec6/ENCFF704SJJ.bam	s3://encode-public/2016/12/19/407040de-9ba3-4bef-962f-0535ff1c57ee/ENCFF733FEZ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	insufficient read length	0.0	low spot score, mixed read lengths	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	hepatocyte	CL:0000182	CL:0000182	hepatocyte	0.0	0.0	0.0	primary cell	in vitro differentiated cells	0.0	0.0	ENCFF000SQQ, ENCFF549HLL	ENCFF343XGX, ENCFF667AVG, ENCFF807MUK	ENCSR000EJU	ENCSR507UDH	2011-04-19	2016-05-20	0.0	H3K27ac-human	released	released	ENCFF338XIK	ENCFF338XIK	ENCFF705YCO	ENCFF705YCO	hg19	https://www.encodeproject.org/files/ENCFF338XIK/@@download/ENCFF338XIK.bam	https://www.encodeproject.org/files/ENCFF705YCO/@@download/ENCFF705YCO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2075612427	4915297316	1_2	1_1, 1_2	0.0	0.0	66f43997a031054ad275a6ebdae27789	321b97101c1540d4eb462a80da82e4b2	s3://encode-public/2017/10/03/08e6c710-aaf5-4813-a1db-eb7cd5eb8728/ENCFF338XIK.bam	s3://encode-public/2016/10/13/a44c62ec-368d-4a68-8ac0-94c824b4a81e/ENCFF705YCO.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	insufficient read length	0.0	low spot score, mixed read lengths	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	hepatocyte	CL:0000182	CL:0000182	hepatocyte	0.0	0.0	0.0	primary cell	in vitro differentiated cells	0.0	0.0	ENCFF000SQO, ENCFF549HLL	ENCFF343XGX, ENCFF667AVG, ENCFF807MUK	ENCSR000EJU	ENCSR507UDH	2011-04-19	2016-05-20	0.0	H3K27ac-human	released	released	ENCFF177TFR	ENCFF177TFR	ENCFF705YCO	ENCFF705YCO	hg19	https://www.encodeproject.org/files/ENCFF177TFR/@@download/ENCFF177TFR.bam	https://www.encodeproject.org/files/ENCFF705YCO/@@download/ENCFF705YCO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	3815318509	4915297316	1_1	1_1, 1_2	0.0	0.0	5c6df5c5f5e3fc4b44a28203861f97ad	321b97101c1540d4eb462a80da82e4b2	s3://encode-public/2017/10/03/e919d719-9443-436d-b6b3-98941ebe8e8f/ENCFF177TFR.bam	s3://encode-public/2016/10/13/a44c62ec-368d-4a68-8ac0-94c824b4a81e/ENCFF705YCO.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	hepatocyte	CL:0000182	CL:0000182	hepatocyte	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF287MXM, ENCFF415CLL, ENCFF459ZWQ, ENCFF526GHY, ENCFF549HLL, ENCFF699RMR, ENCFF754VPL	ENCFF343XGX, ENCFF667AVG, ENCFF807MUK	ENCSR364MFN	ENCSR507UDH	2016-06-14	2016-05-20	0.0	H3K27ac-human	released	released	ENCFF471WBD	ENCFF471WBD	ENCFF705YCO	ENCFF705YCO	hg19	https://www.encodeproject.org/files/ENCFF471WBD/@@download/ENCFF471WBD.bam	https://www.encodeproject.org/files/ENCFF705YCO/@@download/ENCFF705YCO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	18112181767	4915297316	1_1	1_1, 1_2	0.0	0.0	ba9ad21ae54ff642c43890d420c6b4b7	321b97101c1540d4eb462a80da82e4b2	s3://encode-public/2017/09/13/b0e8fe2d-a9e9-42a1-b39c-b6114f36f87d/ENCFF471WBD.bam	s3://encode-public/2016/10/13/a44c62ec-368d-4a68-8ac0-94c824b4a81e/ENCFF705YCO.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low spot score	mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	hepatocyte	CL:0000182	CL:0000182	hepatocyte	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF013EWP, ENCFF326QAT, ENCFF549HLL, ENCFF717SDM, ENCFF940ZEI	ENCFF343XGX, ENCFF667AVG, ENCFF807MUK	ENCSR364MFN	ENCSR507UDH	2016-06-14	2016-05-20	0.0	H3K27ac-human	released	released	ENCFF854ZNK	ENCFF854ZNK	ENCFF705YCO	ENCFF705YCO	hg19	https://www.encodeproject.org/files/ENCFF854ZNK/@@download/ENCFF854ZNK.bam	https://www.encodeproject.org/files/ENCFF705YCO/@@download/ENCFF705YCO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	10779348616	4915297316	2_7	1_1, 1_2	0.0	0.0	a50c571612f7164acc1cf95d6c4e4bad	321b97101c1540d4eb462a80da82e4b2	s3://encode-public/2018/01/23/02cf54cc-f324-4859-ab8e-b568e801650d/ENCFF854ZNK.bam	s3://encode-public/2016/10/13/a44c62ec-368d-4a68-8ac0-94c824b4a81e/ENCFF705YCO.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	coronary artery	UBERON:0001621	UBERON:0001621	coronary artery	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF174OBS, ENCFF266RZG, ENCFF324KZE, ENCFF399GZQ, ENCFF549HLL	ENCFF306PEZ, ENCFF478JMS, ENCFF614EJM, ENCFF807MUK, ENCFF886XBD	ENCSR060HPL	ENCSR355GNZ	2017-10-01	2019-09-11	0.0	H3K27ac-human	released	released	ENCFF016IVM	ENCFF016IVM	ENCFF970OOE	ENCFF970OOE	hg19	https://www.encodeproject.org/files/ENCFF016IVM/@@download/ENCFF016IVM.bam	https://www.encodeproject.org/files/ENCFF970OOE/@@download/ENCFF970OOE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	8798977684	2736323422	1_1	1_1, 1_2	0.0	0.0	7dec1c2f5c18c4be5085e9cd22b0407d	5aea018296aa20360bab0ac2a51dcdd5	s3://encode-public/2017/09/19/f5c1f400-fd07-4253-b2a9-4ff20862c9bf/ENCFF016IVM.bam	s3://encode-public/2019/08/11/5e58aa78-3c31-434c-8409-d7aea0300ab2/ENCFF970OOE.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	tibial artery	UBERON:0007610	UBERON:0007610	tibial artery	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF234JON, ENCFF375DAE, ENCFF452SYM, ENCFF530SOD, ENCFF549HLL, ENCFF591BAX, ENCFF741TTG	ENCFF092JSR, ENCFF420HES, ENCFF437TKR, ENCFF519ETK, ENCFF807MUK	ENCSR080ISA	ENCSR891BTJ	2017-10-01	2019-09-11	0.0	H3K27ac-human	released	released	ENCFF500UBP	ENCFF500UBP	ENCFF114QOS	ENCFF114QOS	hg19	https://www.encodeproject.org/files/ENCFF500UBP/@@download/ENCFF500UBP.bam	https://www.encodeproject.org/files/ENCFF114QOS/@@download/ENCFF114QOS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	7168761392	1925445298	1_1	1_1, 1_2	0.0	0.0	8b51e53a3458b1219f4cc845b8e39aa6	a2a05a7f924fc227e7a84aabb67e84e1	s3://encode-public/2017/09/13/9dbc5da5-f28f-40d8-9e15-1d2b64388549/ENCFF500UBP.bam	s3://encode-public/2019/08/11/e5fd0753-e914-4cdb-a88f-44a92766b963/ENCFF114QOS.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	mismatched status	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	stomach	UBERON:0000945	UBERON:0000945	stomach	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF332OMT, ENCFF479BUR, ENCFF549HLL, ENCFF575AXQ, ENCFF629TYB, ENCFF843RMW, ENCFF949MJX	ENCFF003HGP, ENCFF260PYL, ENCFF718MGE, ENCFF753SNQ, ENCFF807MUK	ENCSR641ZPF	ENCSR944KAZ	2017-10-02	2019-09-12	0.0	H3K27ac-human	released	released	ENCFF035CRF	ENCFF035CRF	ENCFF702ZFB	ENCFF702ZFB	hg19	https://www.encodeproject.org/files/ENCFF035CRF/@@download/ENCFF035CRF.bam	https://www.encodeproject.org/files/ENCFF702ZFB/@@download/ENCFF702ZFB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9023102766	2868023415	1_1	1_1, 1_2	0.0	0.0	395cebdd79fe9ba79f22fdda90b36a1f	2816061de525343a011d48670f4313ac	s3://encode-public/2017/09/14/0badd7f2-53b6-412a-93bf-dec8780c2aa6/ENCFF035CRF.bam	s3://encode-public/2019/08/07/58d6bf8d-f889-4b79-a075-973acba8f37a/ENCFF702ZFB.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	stomach	UBERON:0000945	UBERON:0000945	stomach	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF332OMT, ENCFF479BUR, ENCFF549HLL, ENCFF575AXQ, ENCFF629TYB, ENCFF843RMW, ENCFF949MJX	ENCFF539VAQ, ENCFF608CMJ, ENCFF746EJK, ENCFF807MUK, ENCFF862SNF	ENCSR641ZPF	ENCSR751BHO	2017-10-02	2018-12-14	0.0	H3K27ac-human	released	released	ENCFF035CRF	ENCFF035CRF	ENCFF732RRR	ENCFF732RRR	hg19	https://www.encodeproject.org/files/ENCFF035CRF/@@download/ENCFF035CRF.bam	https://www.encodeproject.org/files/ENCFF732RRR/@@download/ENCFF732RRR.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9023102766	2636506571	1_1	1_1, 1_2	0.0	0.0	395cebdd79fe9ba79f22fdda90b36a1f	926b11be3044a636b72e2a3ad1c266dc	s3://encode-public/2017/09/14/0badd7f2-53b6-412a-93bf-dec8780c2aa6/ENCFF035CRF.bam	s3://encode-public/2018/11/27/dd9a9d0e-d977-44ce-96e4-126a8a3c3135/ENCFF732RRR.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	mixed read lengths, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	stomach	UBERON:0000945	UBERON:0000945	stomach	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF332OMT, ENCFF479BUR, ENCFF549HLL, ENCFF575AXQ, ENCFF629TYB, ENCFF843RMW, ENCFF949MJX	ENCFF666EGF, ENCFF669MHN, ENCFF807MUK	ENCSR641ZPF	ENCSR437QMD	2017-10-02	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF035CRF	ENCFF035CRF	ENCFF632UKV	ENCFF632UKV	hg19	https://www.encodeproject.org/files/ENCFF035CRF/@@download/ENCFF035CRF.bam	https://www.encodeproject.org/files/ENCFF632UKV/@@download/ENCFF632UKV.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	9023102766	3313754238	1_1	1_1, 1_2	0.0	0.0	395cebdd79fe9ba79f22fdda90b36a1f	a258a6b4d9ec4f00d8de8ffea826b869	s3://encode-public/2017/09/14/0badd7f2-53b6-412a-93bf-dec8780c2aa6/ENCFF035CRF.bam	s3://encode-public/2017/05/24/2d9c7c83-89bd-4316-94a5-c9080a56820b/ENCFF632UKV.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	stomach	UBERON:0000945	UBERON:0000945	stomach	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF332OMT, ENCFF479BUR, ENCFF549HLL, ENCFF575AXQ, ENCFF629TYB, ENCFF843RMW, ENCFF949MJX	ENCFF053CBZ, ENCFF303NHQ, ENCFF394YBR, ENCFF564PES, ENCFF765XNJ, ENCFF807MUK, ENCFF851QYW	ENCSR641ZPF	ENCSR204OJS	2017-10-02	2019-02-12	0.0	H3K27ac-human	released	released	ENCFF035CRF	ENCFF035CRF	ENCFF824THT	ENCFF824THT	hg19	https://www.encodeproject.org/files/ENCFF035CRF/@@download/ENCFF035CRF.bam	https://www.encodeproject.org/files/ENCFF824THT/@@download/ENCFF824THT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9023102766	3643357591	1_1	1_1, 1_2	0.0	0.0	395cebdd79fe9ba79f22fdda90b36a1f	18ddc985d18cc73d4f7a9d4d39c9d4d3	s3://encode-public/2017/09/14/0badd7f2-53b6-412a-93bf-dec8780c2aa6/ENCFF035CRF.bam	s3://encode-public/2019/02/09/9c908d30-7e6f-4c03-87fc-4a10289ae369/ENCFF824THT.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	mismatched status	0.0	0.0	low spot score	0.0	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	stomach	UBERON:0000945	UBERON:0000945	stomach	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF203YUF, ENCFF381MWP, ENCFF428YEZ, ENCFF549HLL, ENCFF719TBP, ENCFF863RWY, ENCFF882XTE	ENCFF003HGP, ENCFF260PYL, ENCFF718MGE, ENCFF753SNQ, ENCFF807MUK	ENCSR163PKT	ENCSR944KAZ	2017-10-01	2019-09-12	0.0	H3K27ac-human	released	released	ENCFF737LRX	ENCFF737LRX	ENCFF702ZFB	ENCFF702ZFB	hg19	https://www.encodeproject.org/files/ENCFF737LRX/@@download/ENCFF737LRX.bam	https://www.encodeproject.org/files/ENCFF702ZFB/@@download/ENCFF702ZFB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	10652998333	2868023415	1_1	1_1, 1_2	0.0	0.0	0ef7a41a556bab7cc95c854b695638c5	2816061de525343a011d48670f4313ac	s3://encode-public/2017/09/18/7e2d7820-55c2-4164-81f5-b3fdefa24bff/ENCFF737LRX.bam	s3://encode-public/2019/08/07/58d6bf8d-f889-4b79-a075-973acba8f37a/ENCFF702ZFB.bam
